workerID,gender,age,income,language,order,personA,personB,food,totalQuant,eatenQuant,quantifier,upset,happy,surprised,neutral
3,F,45,6,English,3,Emma,Frank,M&M's,10,0,none,0.6,0.25,0.95,0.85
3,F,45,6,English,4,Iris,Steven,pies,10,2,some,0.275,0.55,1,0.725
3,F,45,6,English,5,Lena,Tom,pies,10,9,all,0.75,0.075,1,0.25
3,F,45,6,English,6,David,Mary,M&M's,10,1,all,0.1,0.5,0.225,1
3,F,45,6,English,7,Barbara,Patrick,pies,10,6,all,0.6,0.325,1,0.5
3,F,45,6,English,8,Grace,George,pies,10,1,some,0.125,0.6,0.475,1
3,F,45,6,English,9,Kathy,Diana,pies,10,5,all,0.55,0.5,1,0.5
3,F,45,6,English,10,Jane,Edward,cookies,10,7,some,0.375,0.55,0.35,0.9
3,F,45,6,English,11,Victor,Zack,M&M's,10,10,all,0.825,0.4,1,0.175
4,M,25,4,English,1,Henry,Bob,M&M's,10,0,none,0.3,0.2,0.45,0.65
4,M,25,4,English,2,Steven,Tom,pies,10,6,all,0.675,0.35,0.575,0.225
4,M,25,4,English,3,Mary,Fiona,M&M's,10,6,all,0.675,0.25,0.4,0.325
4,M,25,4,English,4,Heather,Kevin,M&M's,10,1,all,0.725,0.175,0.45,0.3
4,M,25,4,English,5,Kathy,Barbara,M&M's,10,4,all,0.475,0.175,0.575,0.25
4,M,25,4,English,6,Robert,Lena,cookies,10,5,all,0.575,0.325,0.6,0.4
4,M,25,4,English,7,Olga,Emma,cookies,10,0,none,0.575,0.25,0.65,0.325
4,M,25,4,English,8,Matt,Calvin,M&M's,10,7,some,0.175,0.3,0.35,0.575
4,M,25,4,English,9,Rebecca,Nancy,cookies,10,7,all,0.6,0.225,0.625,0.275
4,M,25,4,English,10,George,Ivan,pies,10,3,all,0.35,0.225,0.55,0.225
4,M,25,4,English,11,Cathy,Oliver,cookies,10,8,all,0.55,0.15,0.425,0.2
5,F,45,4,English,1,Oliver,Ann,cookies,10,2,all,1,0,0.675,0
5,F,45,4,English,2,Olga,Edward,cookies,10,9,some,0.275,0.4,1,0
5,F,45,4,English,3,Patty,Fiona,cookies,10,7,some,0.625,0.625,0.575,0.35
5,F,45,4,English,4,Nathan,David,cookies,10,8,some,0.5,0.675,0.85,0.55
5,F,45,4,English,5,Wendy,Yvonne,M&M's,10,5,all,0.975,0.3,0.6,0.125
5,F,45,4,English,6,Rebecca,Victoria,pies,10,4,all,0.675,0.425,1,0.25
5,F,45,4,English,7,Winston,Ivan,pies,10,10,all,1,0.15,1,0
5,F,45,4,English,8,Robert,Tracy,M&M's,10,3,some,0.1,0.5,0.5,0.5
5,F,45,4,English,9,Bob,Lena,M&M's,10,1,some,0,0.25,0,0.5
5,F,45,4,English,10,Calvin,Frank,pies,10,9,some,0.325,0.675,1,0
5,F,45,4,English,11,Albert,Matt,pies,10,6,some,0.325,0.5,0.625,0.375
6,F,25,10,English,1,Nancy,Heather,cookies,10,3,some,0.2,0.4,0.3,0.8
6,F,25,10,English,2,Matt,Winston,M&M's,10,10,some,0.35,0.25,0.825,0.25
6,F,25,10,English,3,Nathan,Tom,pies,10,3,some,0.3,0.6,0.85,0.35
6,F,25,10,English,4,Albert,Rebecca,pies,10,7,all,0.2,0.575,0.85,0.525
6,F,25,10,English,5,Ivan,Victor,pies,10,10,all,0.35,0.6,0.925,0.475
6,F,25,10,English,6,Mary,Edward,M&M's,10,1,some,0.575,0.25,0.35,0.775
6,F,25,10,English,7,Diana,Lena,cookies,10,7,some,0.375,0.75,0.55,0.325
6,F,25,10,English,8,Cathy,Emma,cookies,10,0,none,0.55,0.35,0.75,0.425
6,F,25,10,English,9,Grace,Henry,cookies,10,2,all,0.3,0.625,0.4,0.425
6,F,25,10,English,10,George,Oliver,cookies,10,10,some,0.35,0.525,0.775,0.55
6,F,25,10,English,11,Wendy,Iris,pies,10,8,all,0.375,0.575,0.775,0.5
7,M,35,4,English,1,Barbara,Fiona,cookies,10,8,all,0.775,0.15,1,0.15
7,M,35,4,English,2,Ivan,Wendy,cookies,10,10,some,0.5,0.5,0.5,0.5
7,M,35,4,English,3,Tom,Victoria,cookies,10,6,all,0.675,0.225,0.775,0.225
7,M,35,4,English,4,Rebecca,Nancy,M&M's,10,3,all,0.725,0.275,0.725,0.275
7,M,35,4,English,5,Diana,Victor,M&M's,10,10,all,0.875,0.125,0.875,0.125
7,M,35,4,English,6,Lena,Larry,cookies,10,0,none,0.7,0.275,0.675,0.275
7,M,35,4,English,7,Kathy,Edward,M&M's,10,9,some,0.475,0.475,0.475,0.475
7,M,35,4,English,8,Iris,Patrick,cookies,10,9,all,0.775,0.175,0.775,0.175
7,M,35,4,English,9,George,Albert,M&M's,10,1,all,0.825,0.175,0.825,0.175
7,M,35,4,English,10,Matt,Bob,pies,10,3,all,0.85,0.15,0.85,0.15
7,M,35,4,English,11,Steven,Jake,pies,10,9,some,0.45,0.45,0.45,0.45
8,M,45,6,English,1,Rebecca,Olga,pies,10,0,none,1,0.05,0.875,0.025
8,M,45,6,English,2,Ivan,Albert,cookies,10,9,some,0.1,0.375,0.8,0.125
8,M,45,6,English,3,Henry,Diana,cookies,10,6,some,0.875,0.05,0.15,0.2
8,M,45,6,English,4,Winston,Iris,pies,10,1,all,0.925,0.05,0.825,0.65
8,M,45,6,English,5,Steven,Jake,M&M's,10,4,all,0.825,0.075,0.7,0.475
8,M,45,6,English,6,Patrick,David,M&M's,10,9,some,0.95,0.025,0.975,0.575
8,M,45,6,English,7,Victoria,Patty,pies,10,7,all,0.925,0.075,0.625,0.325
8,M,45,6,English,8,Stephanie,Frank,M&M's,10,6,all,0.675,0.625,0.65,0.625
8,M,45,6,English,9,Oliver,Tom,cookies,10,5,all,0.375,0.75,0.7,0.425
8,M,45,6,English,10,Kathy,Calvin,pies,10,10,some,0.975,0.025,0.975,0.1
8,M,45,6,English,11,Tracy,Fiona,cookies,10,2,some,0.25,0.8,0.25,0.5
9,F,25,4,english,1,Fiona,Jane,cookies,10,4,all,1,0,1,0
9,F,25,4,english,2,Victor,Larry,M&M's,10,10,some,0.5,0.175,0.5,0.5
9,F,25,4,english,3,Zack,Stephanie,M&M's,10,3,all,1,0,0.825,0
9,F,25,4,english,4,David,Ivan,M&M's,10,4,all,1,0,1,0
9,F,25,4,english,5,Tracy,Rebecca,M&M's,10,8,all,1,0,1,0
9,F,25,4,english,6,Oliver,Grace,pies,10,6,all,1,0,1,0
9,F,25,4,english,7,Kathy,Bob,M&M's,10,5,some,1,0,1,0
9,F,25,4,english,8,Ann,Victoria,pies,10,4,all,1,0,1,0
9,F,25,4,english,9,Frank,Patrick,cookies,10,10,some,1,0,1,0
9,F,25,4,english,10,Wendy,Calvin,cookies,10,7,some,1,0,1,0
9,F,25,4,english,11,Patty,Cathy,cookies,10,0,none,0.5,0.5,0.5,0.5
10,M,25,4,ENGLISH,1,Victor,Wendy,cookies,10,4,all,1,0,1,0.5
10,M,25,4,ENGLISH,2,Tracy,Jane,M&M's,10,8,some,0.8,0,1,0
10,M,25,4,ENGLISH,3,Nancy,Tom,M&M's,10,4,some,0.175,0.525,0,0
10,M,25,4,ENGLISH,4,Calvin,Jake,pies,10,3,some,0,0.55,0.2,0.3
10,M,25,4,ENGLISH,5,Lena,Steven,pies,10,9,some,0.875,0.325,0.45,0.5
10,M,25,4,ENGLISH,6,Oliver,Zack,cookies,10,9,some,0.75,0.075,0.275,0.5
10,M,25,4,ENGLISH,7,Cathy,George,pies,10,2,all,0,0.525,0.375,0.725
10,M,25,4,ENGLISH,8,Edward,Barbara,cookies,10,10,all,1,0,0.5,0
10,M,25,4,ENGLISH,9,Frank,Emma,pies,10,5,all,0,0.275,0.35,0.475
10,M,25,4,ENGLISH,10,Stephanie,Iris,pies,10,4,all,0,0,0,0.475
10,M,25,4,ENGLISH,11,Victoria,Kevin,pies,10,1,all,0,0,0,1
11,M,35,4,English,1,Henry,Nathan,cookies,10,4,some,0.575,0.3,0.45,0.85
11,M,35,4,English,2,Stephanie,Robert,M&M's,10,9,some,0.525,0.2,0.55,0.475
11,M,35,4,English,3,George,Ivan,cookies,10,7,some,0.575,0.3,0.675,0.5
11,M,35,4,English,4,David,Winston,pies,10,1,some,0.225,0.625,0.65,0.225
11,M,35,4,English,5,Bob,Victor,M&M's,10,2,some,0.2,0.275,0.225,0.75
11,M,35,4,English,6,Tracy,Patty,M&M's,10,3,some,0.25,0.225,0.25,0.825
11,M,35,4,English,7,Emma,Kathy,pies,10,3,all,0.525,0.025,0.725,0.125
11,M,35,4,English,8,Ann,Cathy,cookies,10,0,none,0.675,0.175,0.7,0.15
11,M,35,4,English,9,Victoria,Zack,pies,10,6,some,0.725,0.25,0.725,0.15
11,M,35,4,English,10,Mary,Fiona,pies,10,2,some,0.225,0.325,0.2,0.85
11,M,35,4,English,11,Grace,Rebecca,M&M's,10,5,all,0.8,0.075,0.825,0.2
12,M,35,4,english,1,Iris,Victoria,pies,10,9,some,0.7,0.35,0.775,0.4
12,M,35,4,english,2,Winston,Mary,pies,10,4,all,0.75,0.3,0.625,0.25
12,M,35,4,english,3,George,Rebecca,M&M's,10,4,all,0.6,0.225,0.7,0.25
12,M,35,4,english,4,Zack,Patty,cookies,10,4,some,0.3,0.7,0.35,0.725
12,M,35,4,english,5,Edward,Larry,pies,10,10,some,0.55,0.45,0.675,0.675
12,M,35,4,english,6,Jake,Lena,cookies,10,1,all,0.7,0.325,0.45,0.325
12,M,35,4,english,7,Nancy,Heather,pies,10,8,all,0.75,0.675,0.7,0.325
12,M,35,4,english,8,Patrick,Oliver,cookies,10,9,some,0.325,0.325,0.625,0.6
12,M,35,4,english,9,Victor,Fiona,M&M's,10,7,some,0.35,0.55,0.675,0.6
12,M,35,4,english,10,Calvin,Nathan,M&M's,10,0,none,0.2,0.575,0.65,0.875
12,M,35,4,english,11,Jane,Olga,M&M's,10,5,all,0.8,0.45,0.575,0.3
13,M,35,6,english,1,Diana,Grace,M&M's,10,10,all,0.9,0.025,0.825,0
13,M,35,6,english,2,Rebecca,Nathan,pies,10,2,some,0.025,0.025,0.025,0.975
13,M,35,6,english,3,Jane,Yvonne,M&M's,10,4,some,0.025,0.025,0.025,0.95
13,M,35,6,english,4,George,Oliver,pies,10,3,some,0.025,0.025,0.025,0.975
13,M,35,6,english,5,Robert,Larry,pies,10,8,some,0,0.025,0.05,0.975
13,M,35,6,english,6,Olga,Iris,pies,10,0,none,0.025,0,0,0.975
13,M,35,6,english,7,Lena,Fiona,pies,10,7,some,0,0,0,0.95
13,M,35,6,english,8,Matt,Mary,M&M's,10,2,all,0.95,0,0.025,0.025
13,M,35,6,english,9,Jake,Zack,cookies,10,7,some,0.025,0.025,0.025,0.95
13,M,35,6,english,10,Tracy,Tom,M&M's,10,3,all,0.9,0.05,0.925,0.025
13,M,35,6,english,11,Cathy,Bob,M&M's,10,9,some,0.05,0.025,0.025,0.975
14,M,35,8,English,1,Patrick,Larry,M&M's,10,3,all,0.975,0.225,0.9,0.125
14,M,35,8,English,2,Wendy,George,pies,10,0,none,0.675,0.3,0.55,0.175
14,M,35,8,English,3,Lena,Heather,cookies,10,10,some,0.125,0.8,0.075,0.925
14,M,35,8,English,4,Nathan,Henry,cookies,10,2,all,0.875,0.1,0.825,0.05
14,M,35,8,English,5,Victor,Tracy,M&M's,10,2,some,0.1,0.6,0.05,0.925
14,M,35,8,English,6,Matt,Zack,pies,10,5,some,0.075,0.45,0.125,0.775
14,M,35,8,English,7,Kevin,Diana,pies,10,10,some,0.175,0.425,0.075,0.95
14,M,35,8,English,8,Frank,Jane,pies,10,3,all,0.875,0.075,0.65,0.15
14,M,35,8,English,9,Ivan,Bob,cookies,10,9,all,0.95,0.05,0.875,0.05
14,M,35,8,English,10,Winston,Albert,cookies,10,8,all,0.9,0.05,0.65,0.1
14,M,35,8,English,11,Mary,Grace,cookies,10,5,some,0.2,0.6,0.05,0.925
15,F,25,4,english,1,Kathy,Victoria,M&M's,10,6,some,1,0,1,0.075
15,F,25,4,english,2,Wendy,David,cookies,10,0,none,0.5,0.5,0.5,0.5
15,F,25,4,english,3,Tom,Calvin,pies,10,5,some,0.375,0.625,0.725,0.3
15,F,25,4,english,4,Henry,Robert,pies,10,3,all,1,0,1,0
15,F,25,4,english,5,Stephanie,George,pies,10,0,none,0.5,0.5,0.5,0.5
15,F,25,4,english,6,Cathy,Steven,M&M's,10,8,some,0.125,0.7,0.7,0.5
15,F,25,4,english,7,Ivan,Oliver,M&M's,10,3,all,1,0,1,0
15,F,25,4,english,8,Iris,Patty,cookies,10,2,all,1,0,1,0
15,F,25,4,english,9,Jake,Patrick,pies,10,2,some,0,1,0.5,0.5
15,F,25,4,english,10,Tracy,Jane,M&M's,10,5,some,0.225,0.5,0.6,0.5
15,F,25,4,english,11,Mary,Nathan,cookies,10,1,all,1,0,1,0
16,M,25,0,English,1,Oliver,Ivan,M&M's,10,0,none,0.5,0,0.25,0.5
16,M,25,0,English,2,Nancy,Emma,M&M's,10,2,some,0,0,0,0.5
16,M,25,0,English,3,Matt,Stephanie,M&M's,10,8,all,0.5,0,0.5,0
16,M,25,0,English,4,Ann,Steven,cookies,10,0,none,0,0,0.5,0.5
16,M,25,0,English,5,Barbara,Cathy,cookies,10,10,all,0.5,0,0.5,0
16,M,25,0,English,6,Calvin,Albert,cookies,10,7,some,0,0,0,0.5
16,M,25,0,English,7,Zack,Wendy,cookies,10,9,all,1,0,1,0
16,M,25,0,English,8,Victoria,Kathy,cookies,10,5,some,0,0,0,0.5
16,M,25,0,English,9,Robert,Rebecca,cookies,10,8,some,0,0,0,0.5
16,M,25,0,English,10,Kevin,Nathan,cookies,10,4,all,1,0,0,0
16,M,25,0,English,11,Jake,Frank,pies,10,2,all,1,0,0,0
17,F,45,8,english,1,Mary,Fiona,M&M's,10,2,all,0.15,0.625,0.225,0.175
17,F,45,8,english,2,Yvonne,Emma,M&M's,10,0,none,0,0,0.6,0
17,F,45,8,english,3,Victor,Grace,cookies,10,9,some,0.875,0.15,0.9,0
17,F,45,8,english,4,Winston,Patrick,pies,10,7,some,0.775,0.15,0.625,0
17,F,45,8,english,5,Wendy,Nancy,pies,10,5,all,0.775,0,0.825,0
17,F,45,8,english,6,Albert,Robert,M&M's,10,1,some,0,0.225,0.05,0
17,F,45,8,english,7,Tom,Victoria,M&M's,10,10,all,0.55,0.475,0.35,0.425
17,F,45,8,english,8,Jane,Stephanie,M&M's,10,4,all,0.125,0.625,0.125,0.25
17,F,45,8,english,9,Lena,Barbara,pies,10,9,all,0.875,0,1,0
17,F,45,8,english,10,Diana,Cathy,pies,10,6,all,0.95,0.075,0.9,0.3
17,F,45,8,english,11,Olga,David,pies,10,3,all,0.675,0.175,0.75,0.325
18,M,35,8,English,1,Bob,Oliver,pies,10,2,some,0.125,0.725,0,0.475
18,M,35,8,English,2,Patty,Wendy,cookies,10,5,all,0.65,0.175,0.6,0.25
18,M,35,8,English,3,Iris,Kathy,pies,10,7,all,0.85,0,0.875,0.1
18,M,35,8,English,4,Heather,Jane,pies,10,5,some,0.7,0.225,0.775,0.35
18,M,35,8,English,5,Rebecca,Ann,cookies,10,10,all,1,0,1,0
18,M,35,8,English,6,Yvonne,Frank,cookies,10,3,all,0.65,0.625,0.325,0.175
18,M,35,8,English,7,Grace,Calvin,pies,10,6,all,0.875,0.125,0.675,0.075
18,M,35,8,English,8,Edward,Victoria,pies,10,1,all,0,0.975,0.05,0.2
18,M,35,8,English,9,Mary,Emma,cookies,10,6,all,0.825,0.325,0.75,0.225
18,M,35,8,English,10,Diana,Robert,cookies,10,0,none,0.1,0.85,1,1
18,M,35,8,English,11,Zack,Fiona,pies,10,3,all,0.225,0.175,0.25,0.8
19,F,25,4,Spanish,1,Jane,Grace,pies,10,2,some,0.125,0,0,1
19,F,25,4,Spanish,2,Olga,Oliver,M&M's,10,6,some,0,0,0,1
19,F,25,4,Spanish,3,Wendy,Cathy,cookies,10,10,all,0.625,0.15,0.8,0.075
19,F,25,4,Spanish,4,Winston,Heather,pies,10,10,some,0,0,0,1
19,F,25,4,Spanish,5,Kathy,Victoria,M&M's,10,7,all,0.95,0.1,0.65,0.175
19,F,25,4,Spanish,6,Bob,Victor,cookies,10,3,all,1,0,0.075,0
19,F,25,4,Spanish,7,Edward,Nathan,pies,10,1,some,0.65,0.225,0,0
19,F,25,4,Spanish,8,Nancy,Tracy,cookies,10,9,all,1,0,0.55,0
19,F,25,4,Spanish,9,Fiona,Yvonne,M&M's,10,4,all,1,0,0.2,0
19,F,25,4,Spanish,10,Tom,Larry,pies,10,5,all,0.875,0,0.425,0
19,F,25,4,Spanish,11,Calvin,Zack,pies,10,4,all,0.725,0,0.4,0
20,F,35,8,english,1,Fiona,Olga,M&M's,10,1,some,0.025,0.7,0.275,0.825
20,F,35,8,english,2,Henry,Robert,M&M's,10,0,none,0.225,0.175,0.125,0.75
20,F,35,8,english,3,Emma,Kevin,pies,10,10,some,0.55,0.175,0.65,0.35
20,F,35,8,english,4,Steven,Rebecca,pies,10,4,some,0.225,0.3,0.675,0.6
20,F,35,8,english,5,Tracy,Calvin,M&M's,10,8,some,0.05,0.65,0.075,0.775
20,F,35,8,english,6,George,Iris,cookies,10,9,some,0.65,0.325,0.775,0.25
20,F,35,8,english,7,Stephanie,Nancy,M&M's,10,5,some,0.05,0.625,0.05,0.85
20,F,35,8,english,8,Larry,David,cookies,10,2,some,0.025,0.875,0.05,0.575
20,F,35,8,english,9,Ann,Wendy,cookies,10,0,none,0.35,0.1,0.5,0.25
20,F,35,8,english,10,Oliver,Kathy,M&M's,10,7,all,0.675,0.125,0.575,0.125
20,F,35,8,english,11,Victoria,Edward,M&M's,10,2,all,0.6,0.125,0.125,0.1
21,F,25,6,English,1,Kevin,Zack,pies,10,0,none,0.375,0.05,0.55,0.3
21,F,25,6,English,2,Olga,George,cookies,10,2,some,0.2,0.25,0.325,0.425
21,F,25,6,English,3,Patty,Larry,pies,10,8,all,0.2,0.175,0.7,0.175
21,F,25,6,English,4,Heather,Victor,cookies,10,5,some,0.3,0.225,0.4,0.275
21,F,25,6,English,5,Rebecca,Fiona,M&M's,10,7,some,0.6,0.2,0.725,0.15
21,F,25,6,English,6,Oliver,Nancy,pies,10,5,some,0.375,0.325,0.425,0.275
21,F,25,6,English,7,Stephanie,Calvin,cookies,10,8,some,0.375,0.15,0.65,0.2
21,F,25,6,English,8,Grace,Jane,pies,10,7,all,0.5,0.225,0.65,0.2
21,F,25,6,English,9,Emma,Barbara,pies,10,2,some,0.225,0.275,0.2,0.325
21,F,25,6,English,10,Yvonne,Henry,cookies,10,7,all,0.375,0.275,0.575,0.125
21,F,25,6,English,11,Patrick,Ann,pies,10,10,some,0.65,0.25,0.85,0.125
22,M,55,6,english,1,Winston,Nathan,pies,10,5,some,0.15,0.1,0.3,0.65
22,M,55,6,english,2,Grace,Heather,M&M's,10,5,some,0.175,0.175,0.625,0.6
22,M,55,6,english,3,Mary,Patrick,pies,10,10,some,0.15,0.8,0.775,0.375
22,M,55,6,english,4,Tom,Kathy,pies,10,8,some,0.275,0.75,0.8,0.7
22,M,55,6,english,5,Victor,Edward,cookies,10,8,some,0.5,0.725,0.8,0.6
22,M,55,6,english,6,George,Kevin,cookies,10,0,none,0.725,0.175,0.6,0.6
22,M,55,6,english,7,Ivan,Victoria,M&M's,10,0,none,0.625,0.275,0.75,0.3
22,M,55,6,english,8,Jake,Emma,M&M's,10,1,some,0.075,0.825,0.575,0.275
22,M,55,6,english,9,Cathy,Lena,cookies,10,7,all,0.625,0.775,0.775,0.225
22,M,55,6,english,10,Henry,Zack,M&M's,10,10,all,0.85,0.65,0.825,0.2
22,M,55,6,english,11,Rebecca,Stephanie,pies,10,9,some,0.8,0.175,0.65,0.275
23,F,25,4,English,1,Patty,Victoria,pies,10,6,some,0.325,0.925,0.85,0.075
23,F,25,4,English,2,Stephanie,Albert,pies,10,8,all,0.4,0.9,1,0
23,F,25,4,English,3,Matt,Lena,cookies,10,8,all,0.225,0.85,1,0
23,F,25,4,English,4,Larry,Olga,pies,10,10,some,0.625,0.875,1,0
23,F,25,4,English,5,Jake,Barbara,cookies,10,5,some,0,0.775,0.3,0.5
23,F,25,4,English,6,Henry,Steven,cookies,10,6,some,0.4,0.95,0.725,0.325
23,F,25,4,English,7,Zack,Patrick,cookies,10,1,all,0,1,0,1
23,F,25,4,English,8,Wendy,Yvonne,M&M's,10,7,some,0.25,1,0,0.2
23,F,25,4,English,9,Winston,Frank,M&M's,10,0,none,0,1,0,1
23,F,25,4,English,10,Tracy,Edward,cookies,10,2,all,0,1,0,1
23,F,25,4,English,11,Ivan,Cathy,cookies,10,9,all,0.625,0.85,1,0.1
24,F,55,10,English,1,Wendy,Tracy,pies,10,4,all,0.75,0,0.975,0.225
24,F,55,10,English,2,Calvin,Olga,M&M's,10,5,all,0.775,0,0.875,0.275
24,F,55,10,English,3,George,Mary,M&M's,10,9,all,0.975,0.025,0.9,0
24,F,55,10,English,4,Zack,Kathy,cookies,10,6,all,0.95,0,0.825,0.025
24,F,55,10,English,5,Jane,Steven,M&M's,10,7,some,0.825,0,0.8,0.025
24,F,55,10,English,6,Stephanie,Robert,M&M's,10,3,all,0,0,0,0.5
24,F,55,10,English,7,Albert,Bob,cookies,10,1,some,0.025,1,0,0.5
24,F,55,10,English,8,Patrick,Nancy,cookies,10,9,all,0.975,0.025,1,0
24,F,55,10,English,9,Ivan,David,M&M's,10,4,some,0.675,0.025,0.675,0
24,F,55,10,English,10,Fiona,Jake,pies,10,6,some,0.8,0.025,0.825,0
24,F,55,10,English,11,Victor,Edward,M&M's,10,0,none,0.625,0,0.975,0
25,F,65,6,English,1,Frank,Barbara,pies,10,4,some,0.5,0.65,0.7,0.25
25,F,65,6,English,2,Yvonne,Rebecca,pies,10,5,some,0.575,0.4,0.6,0.2
25,F,65,6,English,3,Matt,Calvin,cookies,10,8,some,0.6,0.4,0.675,0.2
25,F,65,6,English,4,Olga,Diana,M&M's,10,4,some,0.4,0.675,0.675,0.175
25,F,65,6,English,5,Jake,Zack,cookies,10,0,none,0.675,0.4,0.7,0.2
25,F,65,6,English,6,Tom,Ivan,pies,10,6,some,0.6,0.375,0.625,0.15
25,F,65,6,English,7,Nathan,Ann,cookies,10,3,some,0.325,0.7,0.625,0.175
25,F,65,6,English,8,Grace,Winston,pies,10,9,some,0.775,0.25,0.8,0.1
25,F,65,6,English,9,Larry,George,pies,10,0,none,0.625,0.4,0.625,0.125
25,F,65,6,English,10,Robert,Heather,pies,10,8,some,0.7,0.325,0.725,0.15
25,F,65,6,English,11,Emma,Albert,M&M's,10,10,all,0.7,0.3,0.85,0.075
27,F,25,4,English ,1,Nancy,Nathan,M&M's,10,5,all,0.825,0.675,0.725,0.25
27,F,25,4,English ,2,Grace,Larry,pies,10,3,all,0.3,0.35,0.8,0.625
27,F,25,4,English ,3,Oliver,Victoria,M&M's,10,0,none,0.875,0.05,0.9,0.7
27,F,25,4,English ,4,Patty,Steven,pies,10,9,some,0.175,0.825,0.725,0.3
27,F,25,4,English ,5,Edward,Kathy,M&M's,10,7,some,0.125,0.775,0.8,0.425
27,F,25,4,English ,6,Stephanie,Lena,pies,10,8,all,0.05,0.925,0.1,0.625
27,F,25,4,English ,7,Frank,Yvonne,cookies,10,1,some,0.3,0.6,0.75,0.575
27,F,25,4,English ,8,Diana,Victor,cookies,10,10,some,0,0.95,0.075,0.425
27,F,25,4,English ,9,Rebecca,Calvin,M&M's,10,1,some,0.525,0.225,0.75,0.375
27,F,25,4,English ,10,Matt,Mary,M&M's,10,2,some,0.575,0.625,0.3,0.425
27,F,25,4,English ,11,Emma,Albert,pies,10,2,all,0.4,0.6,0.625,0.5
28,F,45,8,english,1,Patrick,Tracy,pies,10,0,none,0.5,0.175,0.775,0.425
28,F,45,8,english,2,Iris,Victor,M&M's,10,7,some,0.85,0.25,0.9,0.5
28,F,45,8,english,3,Frank,Bob,cookies,10,6,some,0.875,0.35,0.875,0.5
28,F,45,8,english,4,Larry,Matt,M&M's,10,4,all,0.5,0.25,0.85,0.5
28,F,45,8,english,5,Robert,Heather,cookies,10,4,all,0.275,0.375,0.725,0.3
28,F,45,8,english,6,George,Fiona,M&M's,10,3,some,0,0.5,0,1
28,F,45,8,english,7,Kathy,Yvonne,cookies,10,9,some,0.25,0.5,0.65,0.825
28,F,45,8,english,8,Cathy,Ivan,M&M's,10,5,all,0.5,0.225,1,0.825
28,F,45,8,english,9,Victoria,Steven,cookies,10,2,all,0.75,0,0.975,0.3
28,F,45,8,english,10,Tom,Calvin,pies,10,6,all,0.15,0,1,0.35
28,F,45,8,english,11,Lena,Winston,cookies,10,8,some,0,0.5,0,1
29,F,55,4,Tamil,1,Diana,Patrick,M&M's,10,1,some,0.025,0.6,0.1,0.5
29,F,55,4,Tamil,2,Edward,Victoria,pies,10,10,all,0.45,0.275,0.975,0.125
29,F,55,4,Tamil,3,Matt,Frank,cookies,10,8,all,0.225,0.5,0.7,0.375
29,F,55,4,Tamil,4,Kevin,Patty,pies,10,6,some,0.6,0.35,0.75,0.225
29,F,55,4,Tamil,5,Jane,Cathy,cookies,10,6,some,0.25,0.35,0.2,0.45
29,F,55,4,Tamil,6,David,Iris,cookies,10,4,some,0,0.575,0.05,0.45
29,F,55,4,Tamil,7,Grace,Jake,M&M's,10,7,all,0.8,0.1,0.7,0.3
