quantifier,food,totalQuant,eatenQuant,affect,probability
some,blueberries,100,1,1,0.05131856659031122
some,blueberries,100,2,0,0.08931532360790562
some,blueberries,100,2,1,0.04937565048004234
some,blueberries,100,3,0,0.061818877118291454
some,blueberries,100,3,1,0.025638013410788786
some,blueberries,100,4,0,0.03986964843104525
some,blueberries,100,4,1,0.027378281408825124
some,blueberries,100,5,0,0.022631544904271817
some,blueberries,100,5,1,0.022673166885672075
some,blueberries,100,6,0,0.020835116942504638
some,blueberries,100,6,1,0.012323385263487452
some,blueberries,100,7,0,0.009575741302566797
some,blueberries,100,7,1,0.014500520806184433
some,blueberries,100,8,0,0.007862794481898366
some,blueberries,100,8,1,0.011328027712683484
some,blueberries,100,9,0,0.00535847686432657
some,blueberries,100,9,1,0.013000408453079435
some,blueberries,100,10,0,0.000659845117274811
some,blueberries,100,10,1,0.0016386227404564465
all,blueberries,100,0,0,0.1059457573329087
all,blueberries,100,0,1,0.051046146134184574
all,blueberries,100,1,0,0.07499501279629471
all,blueberries,100,1,1,0.1239568544960319
all,blueberries,100,2,0,0.032862837101031016
all,blueberries,100,2,1,0.11926385962925663
all,blueberries,100,3,0,0.022745746266626576
all,blueberries,100,3,1,0.061927051145042274
all,blueberries,100,4,0,0.01466970849724205
all,blueberries,100,4,1,0.0661305619082875
all,blueberries,100,5,0,0.008327090397150199
all,blueberries,100,5,1,0.05476564595126698
all,blueberries,100,6,0,0.007666109536458712
all,blueberries,100,6,1,0.029766382334869376
all,blueberries,100,7,0,0.0035233150800565776
all,blueberries,100,7,1,0.03502511989546173
all,blueberries,100,8,0,0.002893050417102673
all,blueberries,100,8,1,0.0273621571334619
all,blueberries,100,9,0,0.001971607392647019
all,blueberries,100,9,1,0.03140169038376054
all,blueberries,100,10,0,0.011480184886989967
all,blueberries,100,10,1,0.11227411128386844
some,M&M's,10,0,0,0.016725019027500496
some,M&M's,10,0,1,0.002485133851268611
some,M&M's,10,1,0,0.12312456016453167
some,M&M's,10,1,1,0.014077042068338387
some,M&M's,10,2,0,0.1159822373298821
some,M&M's,10,2,1,0.015220182461703683
some,M&M's,10,3,0,0.09247814033822083
some,M&M's,10,3,1,0.029396515003453475
some,M&M's,10,4,0,0.08019283875233546
some,M&M's,10,4,1,0.03160200050622655
some,M&M's,10,5,0,0.06466502609843193
some,M&M's,10,5,1,0.03266097514057168
some,M&M's,10,6,0,0.057595870938447535
some,M&M's,10,6,1,0.0390880904491629
some,M&M's,10,7,0,0.050423929544799545
some,M&M's,10,7,1,0.039095289498983
some,M&M's,10,8,0,0.04183119753750968
some,M&M's,10,8,1,0.04178035593343919
some,M&M's,10,9,0,0.03343492858478688
some,M&M's,10,9,1,0.04455119478029402
some,M&M's,10,10,0,0.018243336874187555
some,M&M's,10,10,1,0.015346135115924765
all,M&M's,10,0,0,0.03930928430692879
all,M&M's,10,0,1,0.012300119539386216
all,M&M's,10,1,0,0.0650262937009601
all,M&M's,10,1,1,0.011508703286410776
all,M&M's,10,2,0,0.0612541885926668
all,M&M's,10,2,1,0.012443279139639366
all,M&M's,10,3,0,0.048840870631463654
all,M&M's,10,3,1,0.02403315747632787
all,M&M's,10,4,0,0.04235258244540943
all,M&M's,10,4,1,0.025836254897694876
all,M&M's,10,5,0,0.03415181320150775
all,M&M's,10,5,1,0.02670202092974539
all,M&M's,10,6,0,0.030418350446095425
all,M&M's,10,6,1,0.031956517060043294
all,M&M's,10,7,0,0.026630602763210498
all,M&M's,10,7,1,0.03196240265219549
all,M&M's,10,8,0,0.022092486936010732
all,M&M's,10,8,1,0.03415758206193528
all,M&M's,10,9,0,0.017658129971141877
all,M&M's,10,9,1,0.03642288481432499
all,M&M's,10,10,0,0.16667087392320512
all,M&M's,10,10,1,0.198271601223696
some,M&M's,100,0,0,0.20754073603026474
some,M&M's,100,0,1,0.03235258443079637
some,M&M's,100,1,0,0.15763721196736136
some,M&M's,100,1,1,0.03794742926806502
some,M&M's,100,2,0,0.12634433306729428
some,M&M's,100,2,1,0.04528360255770524
some,M&M's,100,3,0,0.06873296401773504
some,M&M's,100,3,1,0.05186893738228972
some,M&M's,100,4,0,0.04600523459233128
some,M&M's,100,4,1,0.0329226637797502
some,M&M's,100,5,0,0.027322006637856402
some,M&M's,100,5,1,0.030496587574903283
some,M&M's,100,6,0,0.026136716501198577
some,M&M's,100,6,1,0.021951008951876936
some,M&M's,100,7,0,0.01372983337237224
some,M&M's,100,7,1,0.023309987754458947
some,M&M's,100,8,0,0.009243589137579071
some,M&M's,100,8,1,0.018852064439997252
some,M&M's,100,9,0,0.004310397593372506
some,M&M's,100,9,1,0.015272749546965335
some,M&M's,100,10,0,0.0011640563643911842
some,M&M's,100,10,1,0.0015753050314349759
all,M&M's,100,0,0,0.12239845497717693
all,M&M's,100,0,1,0.05303243533497958
all,M&M's,100,1,0,0.09296753765439635
all,M&M's,100,1,1,0.062203518642910245
all,M&M's,100,2,0,0.07451236541969078
all,M&M's,100,2,1,0.07422899179857904
all,M&M's,100,3,0,0.04053569801615169
all,M&M's,100,3,1,0.08502368871038209
all,M&M's,100,4,0,0.027131876578402356
all,M&M's,100,4,1,0.05396691079470275
all,M&M's,100,5,0,0.016113325332247696
all,M&M's,100,5,1,0.049990080760413294
all,M&M's,100,6,0,0.015414293015982575
all,M&M's,100,6,1,0.03598214743146925
all,M&M's,100,7,0,0.008097255623240079
all,M&M's,100,7,1,0.03820978880038982
all,M&M's,100,8,0,0.005451464857089584
all,M&M's,100,8,1,0.03090235002658218
all,M&M's,100,9,0,0.0025420841028972806
all,M&M's,100,9,1,0.025035128320870306
all,M&M's,100,10,0,0.0197727725303208
all,M&M's,100,10,1,0.06648783127112554
some,strawberries,10,0,0,0.0359428209461424
some,strawberries,10,0,1,0.0019973909439307594
some,strawberries,10,1,0,0.2287048635265295
some,strawberries,10,1,1,0.0372676107510971
some,strawberries,10,2,0,0.15850163877109902
some,strawberries,10,2,1,0.025283214430994343
some,strawberries,10,3,0,0.11738513254931243
some,strawberries,10,3,1,0.04639957000155223
some,strawberries,10,4,0,0.08024772807706455
some,strawberries,10,4,1,0.035882659991584395
some,strawberries,10,5,0,0.04670691909876889
some,strawberries,10,5,1,0.027710467037401567
some,strawberries,10,6,0,0.024268881455711332
some,strawberries,10,6,1,0.028070919886324416
some,strawberries,10,7,0,0.018284235340625166
some,strawberries,10,7,1,0.02247947702508026
some,strawberries,10,8,0,0.01187484620351172
some,strawberries,10,8,1,0.019750611073647454
some,strawberries,10,9,0,0.010171836652673983
some,strawberries,10,9,1,0.01802692716470148
some,strawberries,10,10,0,0.0025255278595849
some,strawberries,10,10,1,0.0025167212126620403
all,strawberries,10,0,0,0.08459665096091984
all,strawberries,10,0,1,0.020095879111497534
all,strawberries,10,1,0,0.13486420566151672
all,strawberries,10,1,1,0.05180543245117818
all,strawberries,10,2,0,0.09346630097541987
all,strawberries,10,2,1,0.035146010998705415
all,strawberries,10,3,0,0.06922044600900448
all,strawberries,10,3,1,0.06449970204779938
all,strawberries,10,4,0,0.04732101423806978
all,strawberries,10,4,1,0.04988022255512839
all,strawberries,10,5,0,0.027542446828733504
all,strawberries,10,5,1,0.03852011704974797
all,strawberries,10,6,0,0.014311035495046908
all,strawberries,10,6,1,0.0390211799121199
all,strawberries,10,7,0,0.01078196955376773
all,strawberries,10,7,1,0.03124855618833371
all,strawberries,10,8,0,0.007002438321140095
all,strawberries,10,8,1,0.027455179637863262
all,strawberries,10,9,0,0.005998196317860327
all,strawberries,10,9,1,0.025059099274448632
all,strawberries,10,10,0,0.03792754067630608
all,strawberries,10,10,1,0.08423637573539239
some,strawberries,100,0,0,0.37107381144940593
some,strawberries,100,0,1,0.024511302236284036
some,strawberries,100,1,0,0.1846214183500594
some,strawberries,100,1,1,0.07427972387272411
some,strawberries,100,2,0,0.07018373991095837
some,strawberries,100,2,1,0.03308347337423803
some,strawberries,100,3,0,0.039146230621089656
some,strawberries,100,3,1,0.026609637898486135
some,strawberries,100,4,0,0.02269643069037396
some,strawberries,100,4,1,0.029385139028551402
some,strawberries,100,5,0,0.012269720342805176
some,strawberries,100,5,1,0.022865277963432643
some,strawberries,100,6,0,0.010680831657023033
some,strawberries,100,6,1,0.016113004108673792
some,strawberries,100,7,0,0.009939549271432754
some,strawberries,100,7,1,0.013230628535288792
some,strawberries,100,8,0,0.006438066426427841
some,strawberries,100,8,1,0.013770736159960016
some,strawberries,100,9,0,0.00561347831254721
some,strawberries,100,9,1,0.011554502095338336
some,strawberries,100,10,0,0.0005862250805343716
some,strawberries,100,10,1,0.0013470726143651691
all,strawberries,100,0,0,0.1483810767196977
all,strawberries,100,0,1,0.056252205664299164
all,strawberries,100,1,0,0.07382446293716596
all,strawberries,100,1,1,0.17046822986787513
all,strawberries,100,2,0,0.028064332687684483
all,strawberries,100,2,1,0.07592490722839444
all,strawberries,100,3,0,0.01565338126769653
all,strawberries,100,3,1,0.06106778045853417
all,strawberries,100,4,0,0.009075609001824837
all,strawberries,100,4,1,0.06743741593872543
all,strawberries,100,5,0,0.004906286187116818
all,strawberries,100,5,1,0.05247466275644825
all,strawberries,100,6,0,0.0042709381600943164
all,strawberries,100,6,1,0.03697853391277942
all,strawberries,100,7,0,0.003974521988611871
all,strawberries,100,7,1,0.03036362696116959
all,strawberries,100,8,0,0.002574386008581337
all,strawberries,100,8,1,0.031603146791286445
all,strawberries,100,9,0,0.002244658422282634
all,strawberries,100,9,1,0.026517001094026073
all,strawberries,100,10,0,0.0102558054200069
all,strawberries,100,10,1,0.08768703052569846
some,cookies,10,0,0,0.03664664819767112
some,cookies,10,0,1,0.0030148344117592327
some,cookies,10,1,0,0.24274959512908986
some,cookies,10,1,1,0.0337827194063816
some,cookies,10,2,0,0.15912656131204023
some,cookies,10,2,1,0.044304876719963665
some,cookies,10,3,0,0.09920344406108451
some,cookies,10,3,1,0.03773093218982464
some,cookies,10,4,0,0.04270535641270379
some,cookies,10,4,1,0.05686385137248906
some,cookies,10,5,0,0.0291488715639766
some,cookies,10,5,1,0.03623347097596763
some,cookies,10,6,0,0.02399674242794846
some,cookies,10,6,1,0.030106010632754376
some,cookies,10,7,0,0.018448908627375877
some,cookies,10,7,1,0.027154448007066095
some,cookies,10,8,0,0.011897356957906963
some,cookies,10,8,1,0.02674397821341483
some,cookies,10,9,0,0.009638483588055158
some,cookies,10,9,1,0.024913093096983467
some,cookies,10,10,0,0.0022214841291827016
some,cookies,10,10,1,0.0033683325663602438
all,cookies,10,0,0,0.07162419026841214
all,cookies,10,0,1,0.028685397044937746
all,cookies,10,1,0,0.1244573490922506
all,cookies,10,1,1,0.04622649739574974
all,cookies,10,2,0,0.08158394653770833
all,cookies,10,2,1,0.06062446435047892
all,cookies,10,3,0,0.050861455246087005
all,cookies,10,3,1,0.05162902422481307
all,cookies,10,4,0,0.021894971434817185
all,cookies,10,4,1,0.07780950508342192
all,cookies,10,5,0,0.014944582222490706
all,cookies,10,5,1,0.049579977016093665
all,cookies,10,6,0,0.012303093431912002
all,cookies,10,6,1,0.04119548238169782
all,cookies,10,7,0,0.0094587274602346
all,cookies,10,7,1,0.03715671923807718
all,cookies,10,8,0,0.006099756860141939
all,cookies,10,8,1,0.036595053949412766
all,cookies,10,9,0,0.004941635910867715
all,cookies,10,9,1,0.034089766999344344
all,cookies,10,10,0,0.031006094283887557
all,cookies,10,10,1,0.10723230956716308
some,cookies,100,0,0,0.44913413060423757
some,cookies,100,0,1,0.07058572586217703
some,cookies,100,1,0,0.12085224010147792
some,cookies,100,1,1,0.08121098607264608
some,cookies,100,2,0,0.04472769900574573
some,cookies,100,2,1,0.05387058118967521
some,cookies,100,3,0,0.03641596427275792
some,cookies,100,3,1,0.018775629415220527
some,cookies,100,4,0,0.00953870675500415
some,cookies,100,4,1,0.025542086439598422
some,cookies,100,5,0,0.007748458952858248
some,cookies,100,5,1,0.018944086501849818
some,cookies,100,6,0,0.006567438438639382
some,cookies,100,6,1,0.013163541757261055
some,cookies,100,7,0,0.003498298769825716
some,cookies,100,7,1,0.012699814248878167
some,cookies,100,8,0,0.004379541667636205
some,cookies,100,8,1,0.009215884850336323
some,cookies,100,9,0,0.0020346916165933323
some,cookies,100,9,1,0.009647681579187972
some,cookies,100,10,0,0.0004356016091852005
some,cookies,100,10,1,0.0010112102892082349
all,cookies,100,0,0,0.19250925592212534
all,cookies,100,0,1,0.14439208018698302
all,cookies,100,1,0,0.05180005978872728
all,cookies,100,1,1,0.16612740139503063
all,cookies,100,2,0,0.019171324261464763
all,cookies,100,2,1,0.11019912572758592
all,cookies,100,3,0,0.015608722891764994
all,cookies,100,3,1,0.03840793807769428
all,cookies,100,4,0,0.0040885099010283844
all,cookies,100,4,1,0.05224958655990221
all,cookies,100,5,0,0.003321168368013132
all,cookies,100,5,1,0.03875253847477932
all,cookies,100,6,0,0.002814955713643785
all,cookies,100,6,1,0.026927698960982464
all,cookies,100,7,0,0.0014994516053954982
all,cookies,100,7,1,0.025979085360180613
all,cookies,100,8,0,0.0018771726534840094
all,cookies,100,8,1,0.018852264647700005
all,cookies,100,9,0,0.0008721157944830508
all,cookies,100,9,1,0.019735559777632687
all,cookies,100,10,0,0.0075141409365119365
all,cookies,100,10,1,0.05729984299488693
some,bananas,10,0,0,0.07857880451926134
some,bananas,10,0,1,0.0028805796490155747
some,bananas,10,1,0,0.3525446283434193
some,bananas,10,1,1,0.02984688296482231
some,bananas,10,2,0,0.15678600373025428
some,bananas,10,2,1,0.0410014664557363
some,bananas,10,3,0,0.07365305783183644
some,bananas,10,3,1,0.04773887888103531
some,bananas,10,4,0,0.047992467769339846
some,bananas,10,4,1,0.028013628413651095
some,bananas,10,5,0,0.024395162472675758
some,bananas,10,5,1,0.022138165668509176
some,bananas,10,6,0,0.012681146916102315
some,bananas,10,6,1,0.020347318922020068
some,bananas,10,7,0,0.00828159030861907
some,bananas,10,7,1,0.013133572467298384
some,bananas,10,8,0,0.005798977942692043
some,bananas,10,8,1,0.014240367765316356
some,bananas,10,9,0,0.005520544418201716
some,bananas,10,9,1,0.01254426559703303
some,bananas,10,10,0,0.0006509645955903664
some,bananas,10,10,1,0.0012315243675696942
all,bananas,10,0,0,0.10982350310926349
all,bananas,10,0,1,0.051563614623336744
all,bananas,10,1,0,0.14328053726281467
all,bananas,10,1,1,0.06197296563913299
all,bananas,10,2,0,0.0637206783019754
all,bananas,10,2,1,0.08513393089691225
all,bananas,10,3,0,0.02993393984410619
all,bananas,10,3,1,0.09912324526591469
all,bananas,10,4,0,0.01950501018515288
all,bananas,10,4,1,0.05816646358525279
all,bananas,10,5,0,0.009914636913127944
all,bananas,10,5,1,0.045966869703109724
all,bananas,10,6,0,0.005153848327758079
all,bananas,10,6,1,0.04224842164888816
all,bananas,10,7,0,0.003365788650319706
all,bananas,10,7,1,0.02727006489067028
all,bananas,10,8,0,0.0023568099139912413
all,bananas,10,8,1,0.02956817377709785
all,bananas,10,9,0,0.00224364947479121
all,bananas,10,9,1,0.02604644986645138
all,bananas,10,10,0,0.01051739666945206
all,bananas,10,10,1,0.07312400145048019
some,bananas,100,0,0,0.451021203217787
some,bananas,100,0,1,0.286954575697814
some,bananas,100,1,0,0.0529898673727869
some,bananas,100,1,1,0.04156536353411411
some,bananas,100,2,0,0.023031404191539113
some,bananas,100,2,1,0.02178314159728526
some,bananas,100,3,0,0.00971579329788782
some,bananas,100,3,1,0.012329278977250774
some,bananas,100,4,0,0.009333696029105278
some,bananas,100,4,1,0.011248038610605417
some,bananas,100,5,0,0.005237188646142174
some,bananas,100,5,1,0.012942603307304077
some,bananas,100,6,0,0.0036172707226880285
some,bananas,100,6,1,0.011120340661441984
some,bananas,100,7,0,0.0046404776816972365
some,bananas,100,7,1,0.01093809373144308
some,bananas,100,8,0,0.002720270325726247
some,bananas,100,8,1,0.012068092327218725
some,bananas,100,9,0,0.001996017190024647
some,bananas,100,9,1,0.011471643754510994
some,bananas,100,10,0,0.0009597779597777457
some,bananas,100,10,1,0.002315861165849738
all,bananas,100,0,0,0.22246194049653956
all,bananas,100,0,1,0.41535073793411276
all,bananas,100,1,0,0.02613675064121586
all,bananas,100,1,1,0.06016354461123679
all,bananas,100,2,0,0.01136002217247392
all,bananas,100,2,1,0.0315298820900615
all,bananas,100,3,0,0.004792223104126913
all,bananas,100,3,1,0.017845943417851083
all,bananas,100,4,0,0.004603757242066882
all,bananas,100,4,1,0.016280908314026038
all,bananas,100,5,0,0.0025831937404606825
all,bananas,100,5,1,0.018733696165689647
all,bananas,100,6,0,0.0017841845539175827
all,bananas,100,6,1,0.016096072657411316
all,bananas,100,7,0,0.002288871703893628
all,bananas,100,7,1,0.015832280394551614
all,bananas,100,8,0,0.0013417475963851736
all,bananas,100,8,1,0.017467890314618487
all,bananas,100,9,0,0.0009845165907708293
all,bananas,100,9,1,0.016604564283968993
all,bananas,100,10,0,0.014667583885287196
all,bananas,100,10,1,0.08108968808933381
some,pies,10,0,0,0.13763793985433048
some,pies,10,0,1,0.0053496715562669295
some,pies,10,1,0,0.30613382676413653
some,pies,10,1,1,0.09474217342161058
some,pies,10,2,0,0.09549613578214637
some,pies,10,2,1,0.0829139785274771
some,pies,10,3,0,0.037810622327682
some,pies,10,3,1,0.04398994664774191
some,pies,10,4,0,0.028283540409987096
some,pies,10,4,1,0.03188375045308146
some,pies,10,5,0,0.009031910934670715
some,pies,10,5,1,0.02378063482757125
some,pies,10,6,0,0.009093228579911562
some,pies,10,6,1,0.01972648412459499
some,pies,10,7,0,0.0064875673469326255
some,pies,10,7,1,0.020032272644216184
some,pies,10,8,0,0.007337518909226098
some,pies,10,8,1,0.017054076909261806
some,pies,10,9,0,0.005534438666502361
some,pies,10,9,1,0.015151655593460808
some,pies,10,10,0,0.0006058253345846931
some,pies,10,10,1,0.0019228003846064059
all,pies,10,0,0,0.16783530384992706
all,pies,10,0,1,0.05425659060700089
all,pies,10,1,0,0.10796864261597498
all,pies,10,1,1,0.14120349694362364
all,pies,10,2,0,0.033680002842067715
all,pies,10,2,1,0.12357478502723233
all,pies,10,3,0,0.013335218823532339
all,pies,10,3,1,0.06556250582708024
all,pies,10,4,0,0.009975165105792638
all,pies,10,4,1,0.0475194614716958
all,pies,10,5,0,0.003185414608220025
all,pies,10,5,1,0.035442598326823394
all,pies,10,6,0,0.0032070403886672243
all,pies,10,6,1,0.029400302317323986
all,pies,10,7,0,0.002288064170274487
all,pies,10,7,1,0.029856048757756368
all,pies,10,8,0,0.0025878288759267547
all,pies,10,8,1,0.02541735332603197
all,pies,10,9,0,0.0019519104986853051
all,pies,10,9,1,0.02258198938250314
all,pies,10,10,0,0.008197222734341243
all,pies,10,10,1,0.07097305349951853
some,pies,100,0,0,0.4745154966852265
some,pies,100,0,1,0.27846061567053454
some,pies,100,1,0,0.045406948969505506
some,pies,100,1,1,0.05697526282502728
some,pies,100,2,0,0.012075519925909587
some,pies,100,2,1,0.019503671528027504
some,pies,100,3,0,0.010428763585438542
some,pies,100,3,1,0.01548768597309123
some,pies,100,4,0,0.0058684231397778015
some,pies,100,4,1,0.01456668567855572
some,pies,100,5,0,0.0036737269178855002
some,pies,100,5,1,0.01410768921125191
some,pies,100,6,0,0.003588748791865651
some,pies,100,6,1,0.00967827802637045
some,pies,100,7,0,0.0025747098152478108
some,pies,100,7,1,0.010871258602845163
some,pies,100,8,0,0.0029349696004048248
some,pies,100,8,1,0.007957220176366138
some,pies,100,9,0,0.0014758854311719702
some,pies,100,9,1,0.008276212894296432
some,pies,100,10,0,0.000397347647237051
some,pies,100,10,1,0.0011748789039627942
all,pies,100,0,0,0.20784993167762214
all,pies,100,0,1,0.44656888144847506
all,pies,100,1,0,0.019889405734754433
all,pies,100,1,1,0.09137155474837087
all,pies,100,2,0,0.005289386772624268
all,pies,100,2,1,0.03127814954167444
all,pies,100,3,0,0.004568065350568266
all,pies,100,3,1,0.024837690545839158
all,pies,100,4,0,0.00257051952397526
all,pies,100,4,1,0.023360677107676454
all,pies,100,5,0,0.001609186410599508
all,pies,100,5,1,0.022624581848750568
all,pies,100,6,0,0.0015719638165837121
all,pies,100,6,1,0.015521109806412534
all,pies,100,7,0,0.0011277887928367457
all,pies,100,7,1,0.017434299577767487
all,pies,100,8,0,0.001285591798753647
all,pies,100,8,1,0.012761039492218122
all,pies,100,9,0,0.0006464755907362603
all,pies,100,9,1,0.01327260993780273
all,pies,100,10,0,0.006320940969094042
all,pies,100,10,1,0.04824014950686417
