quantifier,food,totalQuant,eatenQuant,affect,probability
all,M&M's,100,3,0,0.049848989442181676
all,M&M's,100,3,1,0.07046546278059417
all,M&M's,100,4,0,0.033365568999562896
all,M&M's,100,4,1,0.04472639803880233
all,M&M's,100,5,0,0.019815447215084367
all,M&M's,100,5,1,0.04143050282399312
all,M&M's,100,6,0,0.018955808519844446
all,M&M's,100,6,1,0.029821085265246097
all,M&M's,100,7,0,0.009957643011666113
all,M&M's,100,7,1,0.03166729756620713
all,M&M's,100,8,0,0.0067039677964149695
all,M&M's,100,8,1,0.025611078849430362
all,M&M's,100,9,0,0.007963647602966483
all,M&M's,100,9,1,0.04077664487429727
all,M&M's,100,10,0,0.012974996650053753
all,M&M's,100,10,1,0.04241230308946673
some,strawberries,10,0,0,0.08887363794048811
some,strawberries,10,0,1,0.008430859091852864
some,strawberries,10,1,0,0.21552965758967205
some,strawberries,10,1,1,0.03557178538238541
some,strawberries,10,2,0,0.1493706928876663
some,strawberries,10,2,1,0.02413272703535695
some,strawberries,10,3,0,0.1106228220701429
some,strawberries,10,3,1,0.044288203956879525
some,strawberries,10,4,0,0.07562482532336941
some,strawberries,10,4,1,0.034249855422571515
some,strawberries,10,5,0,0.04401623177225717
some,strawberries,10,5,1,0.026449529938569936
some,strawberries,10,6,0,0.02287080226270333
some,strawberries,10,6,1,0.026793580740967448
some,strawberries,10,7,0,0.017230919017149772
some,strawberries,10,7,1,0.02145657089704571
some,strawberries,10,8,0,0.011190761301304863
some,strawberries,10,8,1,0.0188518792625328
some,strawberries,10,9,0,0.006573349251332628
some,strawberries,10,9,1,0.011071229538926378
some,strawberries,10,10,0,0.003013579722639683
some,strawberries,10,10,1,0.0037864995941852097
all,strawberries,10,0,0,0.0941970706487853
all,strawberries,10,0,1,0.017448345050998168
all,strawberries,10,1,0,0.15016922022786497
all,strawberries,10,1,1,0.04498031939330153
all,strawberries,10,2,0,0.10407328961910627
all,strawberries,10,2,1,0.030515695465182915
all,strawberries,10,3,0,0.07707590275722337
all,strawberries,10,3,1,0.05600218088357681
all,strawberries,10,4,0,0.052691222060490456
all,strawberries,10,4,1,0.04330874651134415
all,strawberries,10,5,0,0.030668091234074192
all,strawberries,10,5,1,0.033445279500328134
all,strawberries,10,6,0,0.015935118072309445
all,strawberries,10,6,1,0.03388032977438677
all,strawberries,10,7,0,0.012005557386172287
all,strawberries,10,7,1,0.027131711317252248
all,strawberries,10,8,0,0.007797107447609321
all,strawberries,10,8,1,0.023838093626095624
all,strawberries,10,9,0,0.017215415712862253
all,strawberries,10,9,1,0.0432167876001847
all,strawberries,10,10,0,0.026424106844703057
all,strawberries,10,10,1,0.05798040886614807
some,strawberries,100,0,0,0.3699277704989968
some,strawberries,100,0,1,0.025226579251954623
some,strawberries,100,1,0,0.18405122530699522
some,strawberries,100,1,1,0.07644731899697939
some,strawberries,100,2,0,0.06996698131062318
some,strawberries,100,2,1,0.03404889935915827
some,strawberries,100,3,0,0.03902532965216733
some,strawberries,100,3,1,0.02738614753476034
some,strawberries,100,4,0,0.022626334019046773
some,strawberries,100,4,1,0.030242642001946828
some,strawberries,100,5,0,0.01223182598990542
some,strawberries,100,5,1,0.02353252149160194
some,strawberries,100,6,0,0.010647844498981445
some,strawberries,100,6,1,0.016583206033534366
some,strawberries,100,7,0,0.009908851523054405
some,strawberries,100,7,1,0.013616718364500667
some,strawberries,100,8,0,0.006418182814223246
some,strawberries,100,8,1,0.01417258714972515
some,strawberries,100,9,0,0.003848807743797877
some,strawberries,100,9,1,0.007277552871101906
some,strawberries,100,10,0,0.0006621149045743571
some,strawberries,100,10,1,0.002150558682370287
all,strawberries,100,0,0,0.24508019869746228
all,strawberries,100,0,1,0.040400063270243716
all,strawberries,100,1,0,0.12193545461024562
all,strawberries,100,1,1,0.12242946193662654
all,strawberries,100,2,0,0.04635370212606317
all,strawberries,100,2,1,0.054528902815294364
all,strawberries,100,3,0,0.025854602730921685
all,strawberries,100,3,1,0.04385858590188441
all,strawberries,100,4,0,0.014990132883787297
all,strawberries,100,4,1,0.04843322743583291
all,strawberries,100,5,0,0.008103685592447115
all,strawberries,100,5,1,0.037687050141585264
all,strawberries,100,6,0,0.007054284791839195
all,strawberries,100,6,1,0.026557805015373425
all,strawberries,100,7,0,0.006564695850917227
all,strawberries,100,7,1,0.02180701069156223
all,strawberries,100,8,0,0.004252099044266634
all,strawberries,100,8,1,0.022697227865628052
all,strawberries,100,9,0,0.01025891946943239
all,strawberries,100,9,1,0.03634452968354589
all,strawberries,100,10,0,0.005959054216745037
all,strawberries,100,10,1,0.048849305228295434
some,cookies,10,0,0,0.08720759552380344
some,cookies,10,0,1,0.012282446835891823
some,cookies,10,1,0,0.22880206067827547
some,cookies,10,1,1,0.03227355507198803
some,cookies,10,2,0,0.1499837110644052
some,cookies,10,2,1,0.04232565950594494
some,cookies,10,3,0,0.09350356450847137
some,cookies,10,3,1,0.036045390641812086
some,cookies,10,4,0,0.04025165744985383
some,cookies,10,4,1,0.05432359120647629
some,cookies,10,5,0,0.027474080344964572
some,cookies,10,5,1,0.03461482502119924
some,cookies,10,6,0,0.02261797435402791
some,cookies,10,6,1,0.02876109470247424
some,cookies,10,7,0,0.017388899491115883
some,cookies,10,7,1,0.025941386265071826
some,cookies,10,8,0,0.011213776843362175
some,cookies,10,8,1,0.025549253253769923
some,cookies,10,9,0,0.006321650258145483
some,cookies,10,9,1,0.015492722364930957
some,cookies,10,10,0,0.0026239890339462644
some,cookies,10,10,1,0.005001115580068833
all,cookies,10,0,0,0.0838918727867668
all,cookies,10,0,1,0.024788370075377528
all,cookies,10,1,0,0.14577421480505043
all,cookies,10,1,1,0.03994644114352741
all,cookies,10,2,0,0.09555752098187795
all,cookies,10,2,1,0.05238838617387751
all,cookies,10,3,0,0.059572928046578495
all,cookies,10,3,1,0.04461501289699428
all,cookies,10,4,0,0.025645108885644866
all,cookies,10,4,1,0.06723876976038627
all,cookies,10,5,0,0.017504267566058464
all,cookies,10,5,1,0.0428443370220156
all,cookies,10,6,0,0.014410348587617614
all,cookies,10,6,1,0.035598909825493665
all,cookies,10,7,0,0.011078803932651994
all,cookies,10,7,1,0.03210882895633131
all,cookies,10,8,0,0.00714451395015512
all,cookies,10,8,1,0.031623468164145095
all,cookies,10,9,0,0.015463268572328881
all,cookies,10,9,1,0.058548381321461056
all,cookies,10,10,0,0.021353264608136604
all,cookies,10,10,1,0.07290298193752306
some,cookies,100,0,0,0.44554140865865494
some,cookies,100,0,1,0.07274743668998612
some,cookies,100,1,0,0.1198855166538493
some,cookies,100,1,1,0.08369809895256568
some,cookies,100,2,0,0.04436991237844765
some,cookies,100,2,1,0.05552038527167151
some,cookies,100,3,0,0.036124665025835244
some,cookies,100,3,1,0.01935063917689759
some,cookies,100,4,0,0.009462404557606953
some,cookies,100,4,1,0.02632432114990128
some,cookies,100,5,0,0.007686477338397263
some,cookies,100,5,1,0.019524255316632034
some,cookies,100,6,0,0.006514904065059226
some,cookies,100,6,1,0.013566679507867326
some,cookies,100,7,0,0.0034703151143737248
some,cookies,100,7,1,0.013088750193612489
some,cookies,100,8,0,0.0043445087578910845
some,cookies,100,8,1,0.00949812432333846
some,cookies,100,9,0,0.0013480594527185209
some,cookies,100,9,1,0.006010146913625015
some,cookies,100,10,0,0.0004609051711862394
some,cookies,100,10,1,0.0014620853298821458
all,cookies,100,0,0,0.31691908403898533
all,cookies,100,0,1,0.10486350233053986
all,cookies,100,1,0,0.08527604256103385
all,cookies,100,1,1,0.12064859181192687
all,cookies,100,2,0,0.03156086441482885
all,cookies,100,2,1,0.08003116419261848
all,cookies,100,3,0,0.025695918558209806
all,cookies,100,3,1,0.027893433621192572
all,cookies,100,4,0,0.006730724747294176
all,cookies,100,4,1,0.037945811396988195
all,cookies,100,5,0,0.005467485872761106
all,cookies,100,5,1,0.02814369668614765
all,cookies,100,6,0,0.004634131393345459
all,cookies,100,6,1,0.019556009021370294
all,cookies,100,7,0,0.0024684778249569406
all,cookies,100,7,1,0.01886708657901991
all,cookies,100,8,0,0.003090302515977931
all,cookies,100,8,1,0.013691294531251338
all,cookies,100,9,0,0.0036621508402496887
all,cookies,100,9,1,0.027395287007179202
all,cookies,100,10,0,0.004327611001841439
all,cookies,100,10,1,0.031131329052281186
some,bananas,10,0,0,0.16338414060063494
some,bananas,10,0,1,0.013674265563181492
some,bananas,10,1,0,0.31613055556025044
some,bananas,10,1,1,0.027301185462292057
some,bananas,10,2,0,0.14059169386927914
some,bananas,10,2,1,0.03750437327922385
some,bananas,10,3,0,0.06604548819960576
some,bananas,10,3,1,0.043667138964867805
some,bananas,10,4,0,0.04303536142337597
some,bananas,10,4,1,0.02562429268390357
some,bananas,10,5,0,0.021875404262172233
some,bananas,10,5,1,0.020249959348293156
some,bananas,10,6,0,0.011371320670991619
some,bananas,10,6,1,0.01861185733214406
some,bananas,10,7,0,0.007426190997401421
some,bananas,10,7,1,0.012013385053801732
some,bananas,10,8,0,0.005200005818608275
some,bananas,10,8,1,0.013025779672549519
some,bananas,10,9,0,0.0034491489121168234
some,bananas,10,9,1,0.007153205009759194
some,bananas,10,10,0,0.0007114866621156766
some,bananas,10,10,1,0.0019537606534313985
all,bananas,10,0,0,0.148094453571981
all,bananas,10,0,1,0.03896607589508745
all,bananas,10,1,0,0.1932104902201633
all,bananas,10,1,1,0.04683231189624924
all,bananas,10,2,0,0.08592586074201697
all,bananas,10,2,1,0.06433480734057868
all,bananas,10,3,0,0.04036522546598256
all,bananas,10,3,1,0.07490638362367498
all,bananas,10,4,0,0.026302055056578236
all,bananas,10,4,1,0.043955778724364604
all,bananas,10,5,0,0.01336965853796761
all,bananas,10,5,1,0.03473667520392042
all,bananas,10,6,0,0.006949845254278926
all,bananas,10,6,1,0.03192668350432452
all,bananas,10,7,0,0.0045386881395684435
all,bananas,10,7,1,0.0206076983926744
all,bananas,10,8,0,0.0031781036527154796
all,bananas,10,8,1,0.02234435486910347
all,bananas,10,9,0,0.00957676159700421
all,bananas,10,9,1,0.038540727408013786
all,bananas,10,10,0,0.00655022379313241
all,bananas,10,10,1,0.044787137110619546
some,bananas,100,0,0,0.44699894115323996
some,bananas,100,0,1,0.29380798925035745
some,bananas,100,1,0,0.05251729727670644
some,bananas,100,1,1,0.04255808032585149
some,bananas,100,2,0,0.022826007321698066
some,bananas,100,2,1,0.02230339424520617
some,bananas,100,3,0,0.009629146669014797
some,bananas,100,3,1,0.012623742473538643
some,bananas,100,4,0,0.00925045699024848
some,bananas,100,4,1,0.011516678551495
some,bananas,100,5,0,0.005190482759443358
some,bananas,100,5,1,0.013251714994043226
some,bananas,100,6,0,0.0035850114614797693
some,bananas,100,6,1,0.011385930757758421
some,bananas,100,7,0,0.004599093336111479
some,bananas,100,7,1,0.01119933117515963
some,bananas,100,8,0,0.0026960106233920355
some,bananas,100,8,1,0.012356317832274975
some,bananas,100,9,0,0.001270045549349587
some,bananas,100,9,1,0.007030232248154977
some,bananas,100,10,0,0.0008982939460508273
some,bananas,100,10,1,0.002505801059425116
all,bananas,100,0,0,0.3379463048549522
all,bananas,100,0,1,0.33924243214714167
all,bananas,100,1,0,0.0397048514473944
all,bananas,100,1,1,0.04913925830979668
all,bananas,100,2,0,0.017257232889765276
all,bananas,100,2,1,0.0257523892668317
all,bananas,100,3,0,0.00727996027754424
all,bananas,100,3,1,0.01457587695436439
all,bananas,100,4,0,0.0069936580834146275
all,bananas,100,4,1,0.01329761675996097
all,bananas,100,5,0,0.0039241803670534365
all,bananas,100,5,1,0.01530095909294441
all,bananas,100,6,0,0.00271038981243224
all,bananas,100,6,1,0.013146650138330834
all,bananas,100,7,0,0.0034770699783136243
all,bananas,100,7,1,0.012931194811877763
all,bananas,100,8,0,0.002038275137015793
all,bananas,100,8,1,0.014267097788931081
all,bananas,100,9,0,0.0032273036716968092
all,bananas,100,9,1,0.025092612954919213
all,bananas,100,10,0,0.008481671261107096
all,bananas,100,10,1,0.04421301399421153
some,pies,10,0,0,0.2671176390216526
some,pies,10,0,1,0.018947697895789636
some,pies,10,1,0,0.25509777376410925
some,pies,10,1,1,0.08023703489950254
some,pies,10,2,0,0.07957582439875109
some,pies,10,2,1,0.07021975059787146
some,pies,10,3,0,0.03150715385614209
some,pies,10,3,1,0.03725503391921363
some,pies,10,4,0,0.023568346788131456
some,pies,10,4,1,0.027002310644135916
some,pies,10,5,0,0.007526186820397887
some,pies,10,5,1,0.020139791580471883
some,pies,10,6,0,0.00757728210430928
some,pies,10,6,1,0.016706336132970505
some,pies,10,7,0,0.005406014764328285
some,pies,10,7,1,0.016965308069486335
some,pies,10,8,0,0.006114269561389451
some,pies,10,8,1,0.014443077615054126
some,pies,10,9,0,0.00324273626711655
some,pies,10,9,1,0.008201653625164347
some,pies,10,10,0,0.000618870574975922
some,pies,10,10,1,0.0025299070990356647
all,pies,10,0,0,0.2269469576325463
all,pies,10,0,1,0.04325644812195482
all,pies,10,1,0,0.14599523699329162
all,pies,10,1,1,0.11257548017387473
all,pies,10,2,0,0.04554211183659793
all,pies,10,2,1,0.09852086572174812
all,pies,10,3,0,0.018031887641893427
all,pies,10,3,1,0.05227016847771711
all,pies,10,4,0,0.013488421808240197
all,pies,10,4,1,0.03788522457709335
all,pies,10,5,0,0.0043073187675711925
all,pies,10,5,1,0.02825686057084643
all,pies,10,6,0,0.004336561155592897
all,pies,10,6,1,0.023439597618118972
all,pies,10,7,0,0.003093921185831943
all,pies,10,7,1,0.0238029446702794
all,pies,10,8,0,0.0034992631275620844
all,pies,10,8,1,0.020264163546668403
all,pies,10,9,0,0.008143335091385723
all,pies,10,9,1,0.0366186381086762
all,pies,10,10,0,0.005205938337393743
all,pies,10,10,1,0.04451865483511554
some,pies,100,0,0,0.46755021428425514
some,pies,100,0,1,0.28626167022392673
some,pies,100,1,0,0.044740432860445954
some,pies,100,1,1,0.05857142080385535
some,pies,100,2,0,0.011898266691800118
some,pies,100,2,1,0.020050065513457744
some,pies,100,3,0,0.010275682634504422
some,pies,100,3,1,0.01592157240579538
some,pies,100,4,0,0.005782282171353198
some,pies,100,4,1,0.014974770352817092
some,pies,100,5,0,0.003619801291376197
some,pies,100,5,1,0.014502915131780265
some,pies,100,6,0,0.0035360705358843288
some,pies,100,6,1,0.009949414304241575
some,pies,100,7,0,0.0025369163583659356
some,pies,100,7,1,0.011175816147618992
some,pies,100,8,0,0.002891887989271168
some,pies,100,8,1,0.008180141139676186
some,pies,100,9,0,0.0009315719552333514
some,pies,100,9,1,0.005021626720135966
some,pies,100,10,0,0.00035940874651570757
some,pies,100,10,1,0.0012680517376892897
all,pies,100,0,0,0.35583799556756357
all,pies,100,0,1,0.3446811440617661
all,pies,100,1,0,0.03405055855713328
all,pies,100,1,1,0.07052451107479273
all,pies,100,2,0,0.009055402480821912
all,pies,100,2,1,0.024141826302787852
all,pies,100,3,0,0.007820503980193785
all,pies,100,3,1,0.01917080197219188
all,pies,100,4,0,0.004400715976165621
all,pies,100,4,1,0.018030779228087497
all,pies,100,5,0,0.002754918715731962
all,pies,100,5,1,0.01746262912510212
all,pies,100,6,0,0.002691193829524403
all,pies,100,6,1,0.011979862698515925
all,pies,100,7,0,0.0019307685127798188
all,pies,100,7,1,0.01345654516922225
all,pies,100,8,0,0.002200926433289023
all,pies,100,8,1,0.009849521259359437
all,pies,100,9,0,0.0024240516272235405
all,pies,100,9,1,0.0190316284670392
all,pies,100,10,0,0.0035191864563850514
all,pies,100,10,1,0.024984528504323172
