food,quantifier,eatenQuant,upset,happy,surprised,probability
M&M's,some,8,0,1,1,0.005886011230946791
M&M's,some,8,1,0,0,0.013786031499033796
M&M's,some,8,1,0,1,0.02046671574118646
M&M's,some,8,1,1,0,0.004959860242019692
M&M's,some,8,1,1,1,0.007363399140833341
M&M's,some,9,0,0,0,0.010157631482875658
M&M's,some,9,0,0,1,0.01589108096883336
M&M's,some,9,0,1,0,0.005599374072808037
M&M's,some,9,0,1,1,0.008759926894925728
M&M's,some,9,1,0,0,0.010065257761276078
M&M's,some,9,1,0,1,0.015746241925388232
M&M's,some,9,1,1,0,0.005548453272653169
M&M's,some,9,1,1,1,0.008680084706235268
M&M's,some,10,0,0,0,0.0028284308580443576
M&M's,some,10,0,0,1,0.004067493309505546
M&M's,some,10,0,1,0,0.001487444114982432
M&M's,some,10,0,1,1,0.002139055604661647
M&M's,some,10,1,0,0,0.0030832793943931474
M&M's,some,10,1,0,1,0.004432938676476144
M&M's,some,10,1,1,0,0.0016214665626662066
M&M's,some,10,1,1,1,0.0023312399555372003
M&M's,all,0,0,0,0,0.0186659229935083
M&M's,all,0,0,0,1,0.009002325426043076
M&M's,all,0,0,1,0,0.018113854637072973
M&M's,all,0,0,1,1,0.009003657497205783
M&M's,all,0,1,0,0,0.003035425304724938
M&M's,all,0,1,0,1,0.0013809072295599815
M&M's,all,0,1,1,0,0.0030690834620455683
M&M's,all,0,1,1,1,0.001418867245924266
M&M's,all,1,0,0,0,0.029988243666404853
M&M's,all,1,0,0,1,0.016735882392624038
M&M's,all,1,0,1,0,0.0268816393282288
M&M's,all,1,0,1,1,0.015461662293948563
M&M's,all,1,1,0,0,0.004916596688850352
M&M's,all,1,1,0,1,0.00258822413835161
M&M's,all,1,1,1,0,0.004591948867847211
M&M's,all,1,1,1,1,0.002456532157106336
M&M's,all,2,0,0,0,0.028668064253034208
M&M's,all,2,0,0,1,0.013050372803156539
M&M's,all,2,0,1,0,0.021288834681622033
M&M's,all,2,0,1,1,0.009988017340113762
M&M's,all,2,1,0,0,0.005309078813594818
M&M's,all,2,1,0,1,0.002279730113909721
M&M's,all,2,1,1,0,0.004107716221973016
M&M's,all,2,1,1,1,0.001792473764706406
M&M's,all,3,0,0,0,0.03191709613969114
M&M's,all,3,0,0,1,0.012197580084017536
M&M's,all,3,0,1,0,0.024768020723517744
M&M's,all,3,0,1,1,0.009755385996382926
M&M's,all,3,1,0,0,0.009384503241165524
M&M's,all,3,1,0,1,0.0033829946395140917
M&M's,all,3,1,1,0,0.007587644231144496
M&M's,all,3,1,1,1,0.0027796178489587087
M&M's,all,4,0,0,0,0.011166195199188201
M&M's,all,4,0,0,1,0.009278126301112645
M&M's,all,4,0,1,0,0.012035597572510595
M&M's,all,4,0,1,1,0.010306840892876243
M&M's,all,4,1,0,0,0.008665839499194184
M&M's,all,4,1,0,1,0.006792121096618896
M&M's,all,4,1,1,0,0.009731971398580076
M&M's,all,4,1,1,1,0.007751463642199654
M&M's,all,5,0,0,0,0.02099669236977404
M&M's,all,5,0,0,1,0.01570692467748715
M&M's,all,5,0,1,0,0.015651965764475056
M&M's,all,5,0,1,1,0.012067352923400977
M&M's,all,5,1,0,0,0.009023552893279631
M&M's,all,5,1,0,1,0.0063673329340679045
M&M's,all,5,1,1,0,0.007008471517295116
M&M's,all,5,1,1,1,0.005025640447320355
M&M's,all,6,0,0,0,0.008985716410781486
M&M's,all,6,0,0,1,0.014556206884592877
M&M's,all,6,0,1,0,0.004361854713690502
M&M's,all,6,0,1,1,0.007282316606822354
M&M's,all,6,1,0,0,0.010190754729631714
M&M's,all,6,1,0,1,0.015571898888634094
M&M's,all,6,1,1,0,0.005154096874534692
M&M's,all,6,1,1,1,0.008003425641693474
M&M's,all,7,0,0,0,0.009517520226592175
M&M's,all,7,0,0,1,0.011431382472240367
M&M's,all,7,0,1,0,0.003360918178666226
M&M's,all,7,0,1,1,0.004160406212195016
M&M's,all,7,1,0,0,0.013488976897317508
M&M's,all,7,1,0,1,0.015282474248026014
M&M's,all,7,1,1,0,0.0049629612283756536
M&M's,all,7,1,1,1,0.0057140449895427044
M&M's,all,8,0,0,0,0.006537088468131189
M&M's,all,8,0,0,1,0.012312768777266678
M&M's,all,8,0,1,0,0.002044344749953124
M&M's,all,8,0,1,1,0.0039685179224760786
M&M's,all,8,1,0,0,0.011358470046283807
M&M's,all,8,1,0,1,0.020180453107189397
M&M's,all,8,1,1,0,0.003700985215709674
M&M's,all,8,1,1,1,0.006682154879643795
M&M's,all,9,0,0,0,0.0060256481918438244
M&M's,all,9,0,0,1,0.011959644221541858
M&M's,all,9,0,1,0,0.002887289979009588
M&M's,all,9,0,1,1,0.0059061944529285315
M&M's,all,9,1,0,0,0.008292881733049325
M&M's,all,9,1,0,1,0.015526003331853375
M&M's,all,9,1,1,0,0.00414018591858214
M&M's,all,9,1,1,1,0.00787702381279948
M&M's,all,10,0,0,0,0.024058813285818065
M&M's,all,10,0,0,1,0.03794820773271592
M&M's,all,10,0,1,0,0.012267922675529822
M&M's,all,10,0,1,1,0.019384294291754596
M&M's,all,10,1,0,0,0.028769474426702007
M&M's,all,10,1,0,1,0.04516901234800148
M&M's,all,10,1,1,0,0.0147077727847519
M&M's,all,10,1,1,1,0.023125899087797355
cookies,some,0,0,0,0,0.007972177890061759
cookies,some,0,0,0,1,0.00833759271524293
cookies,some,0,0,1,0,0.003135329101873077
cookies,some,0,0,1,1,0.0032967409338124556
cookies,some,0,1,0,0,0.004215218514110985
cookies,some,0,1,0,1,0.004329681198293066
cookies,some,0,1,1,0,0.0016647029992824087
cookies,some,0,1,1,1,0.0017215962754772382
cookies,some,1,0,0,0,0.03201384354558949
cookies,some,1,0,0,1,0.005870065791758152
cookies,some,1,0,1,0,0.0712352738591698
cookies,some,1,0,1,1,0.013088637316623087
cookies,some,1,1,0,0,0.0032596296152527906
cookies,some,1,1,0,1,0.0005938307804919163
cookies,some,1,1,1,0,0.007264841233143367
cookies,some,1,1,1,1,0.0013266343651916277
cookies,some,2,0,0,0,0.06978253054023364
cookies,some,2,0,0,1,0.018693924715333304
cookies,some,2,0,1,0,0.09024751949426375
cookies,some,2,0,1,1,0.0241848086492277
cookies,some,2,1,0,0,0.013253572378585456
cookies,some,2,1,0,1,0.0035467506563719945
cookies,some,2,1,1,0,0.017145223667253053
cookies,some,2,1,1,1,0.004589903695904728
cookies,some,3,0,0,0,0.05257695362489979
cookies,some,3,0,0,1,0.019484546214222204
cookies,some,3,0,1,0,0.058096356013762285
cookies,some,3,0,1,1,0.021537603445514582
cookies,some,3,1,0,0,0.01218260583144698
cookies,some,3,1,0,1,0.004510025508564142
cookies,some,3,1,1,0,0.013465277504293532
cookies,some,3,1,1,1,0.004986741180593334
cookies,some,4,0,0,0,0.029309780155366207
cookies,some,4,0,0,1,0.01804913061932482
cookies,some,4,0,1,0,0.020076537432052295
cookies,some,4,0,1,1,0.01236762038626587
cookies,some,4,1,0,0,0.018664859926375968
cookies,some,4,1,0,1,0.011481863792691779
cookies,some,4,1,1,0,0.012788588943680197
cookies,some,4,1,1,1,0.007869968581362604
cookies,some,5,0,0,0,0.010100823965267297
cookies,some,5,0,0,1,0.014714553631738868
cookies,some,5,0,1,0,0.008776687312859806
cookies,some,5,0,1,1,0.012790117154091897
cookies,some,5,1,0,0,0.009222764673764566
cookies,some,5,1,0,1,0.013421323542912584
cookies,some,5,1,1,0,0.008015979398553254
cookies,some,5,1,1,1,0.011669534317615422
cookies,some,6,0,0,0,0.007181598331952952
cookies,some,6,0,0,1,0.012408323903920994
cookies,some,6,0,1,0,0.0043126896031059
cookies,some,6,0,1,1,0.007454076041903563
cookies,some,6,1,0,0,0.006006354359062858
cookies,some,6,1,0,1,0.010366851793543247
cookies,some,6,1,1,0,0.0036079431243894637
cookies,some,6,1,1,1,0.006229573817346334
cookies,some,7,0,0,0,0.003873925891378652
cookies,some,7,0,0,1,0.00872163353235903
cookies,some,7,0,1,0,0.002566430074006088
cookies,some,7,0,1,1,0.005780023025791132
cookies,some,7,1,0,0,0.004602121234052542
cookies,some,7,1,0,1,0.01035019446951859
cookies,some,7,1,1,0,0.0030497049446873373
cookies,some,7,1,1,1,0.006861372432145956
cookies,some,8,0,0,0,0.0026231524483509455
cookies,some,8,0,0,1,0.007852610114012462
cookies,some,8,0,1,0,0.0009658003396546833
cookies,some,8,0,1,1,0.0028922209292320433
cookies,some,8,1,0,0,0.004867508421853861
cookies,some,8,1,0,1,0.014555969747328538
cookies,some,8,1,1,0,0.001792636256006558
cookies,some,8,1,1,1,0.0053627718758117076
cookies,some,9,0,0,0,0.0016359852478946434
cookies,some,9,0,0,1,0.004908537588285356
cookies,some,9,0,1,0,0.0004659593346669327
cookies,some,9,0,1,1,0.0013985382891487789
cookies,some,9,1,0,0,0.0046867348081754846
cookies,some,9,1,0,1,0.014047112052872885
cookies,some,9,1,1,0,0.0013352440608882011
cookies,some,9,1,1,1,0.00400350187337056
cookies,some,10,0,0,0,0.00024165014753849327
cookies,some,10,0,0,1,0.001275339210403789
cookies,some,10,0,1,0,0.00009032964475995712
cookies,some,10,0,1,1,0.00047899826563562093
cookies,some,10,1,0,0,0.000494233287098632
cookies,some,10,1,0,1,0.002567597087664167
cookies,some,10,1,1,0,0.00018542886507842116
cookies,some,10,1,1,1,0.0009690504353339685
cookies,all,0,0,0,0,0.016682471239071628
cookies,all,0,0,0,1,0.034912770730420685
cookies,all,0,0,1,0,0.0037158245971035094
cookies,all,0,0,1,1,0.01009602371772697
cookies,all,0,1,0,0,0.01650526015261577
cookies,all,0,1,0,1,0.028638602310349207
cookies,all,0,1,1,0,0.004717155866542003
cookies,all,0,1,1,1,0.009003474116359593
cookies,all,1,0,0,0,0.042260505606574385
cookies,all,1,0,0,1,0.014682530312461
cookies,all,1,0,1,0,0.053965330301434085
cookies,all,1,0,1,1,0.024341777158493453
cookies,all,1,1,0,0,0.00771668465307611
cookies,all,1,1,0,1,0.0022228107241043567
cookies,all,1,1,1,0,0.012643692818840242
cookies,all,1,1,1,1,0.00400632443214918
cookies,all,2,0,0,0,0.038893652265772086
cookies,all,2,0,0,1,0.01875853781337259
cookies,all,2,0,1,0,0.029250066961945737
cookies,all,2,0,1,1,0.018315481733464912
cookies,all,2,1,0,0,0.012724763327327597
cookies,all,2,1,0,1,0.005088332497363216
cookies,all,2,1,1,0,0.012278940172647707
cookies,all,2,1,1,1,0.005401160730809826
cookies,all,3,0,0,0,0.029304035489247128
cookies,all,3,0,0,1,0.019551891991738783
cookies,all,3,0,1,0,0.018829573523686676
cookies,all,3,0,1,1,0.016310717533898286
cookies,all,3,1,0,0,0.011696527659648931
cookies,all,3,1,0,1,0.006470291143228615
cookies,all,3,1,1,0,0.009643463397862422
cookies,all,3,1,1,1,0.005868138510915726
cookies,all,4,0,0,0,0.016335956700392017
cookies,all,4,0,0,1,0.018111515071171567
cookies,all,4,0,1,0,0.0065069939599710054
cookies,all,4,0,1,1,0.009366165701638259
cookies,all,4,1,0,0,0.017920143966966003
cookies,all,4,1,0,1,0.016472412731267004
cookies,all,4,1,1,0,0.009158837561971094
cookies,all,4,1,1,1,0.009260971050937086
cookies,all,5,0,0,0,0.005629746182339693
cookies,all,5,0,0,1,0.014765412555741706
cookies,all,5,0,1,0,0.0028446066223629125
cookies,all,5,0,1,1,0.00968612820147853
cookies,all,5,1,0,0,0.008854782268885706
cookies,all,5,1,0,1,0.01925485137172987
cookies,all,5,1,1,0,0.005740825163337266
cookies,all,5,1,1,1,0.01373210304159078
cookies,all,6,0,0,0,0.004002700762970809
cookies,all,6,0,0,1,0.012451211647458854
cookies,all,6,0,1,0,0.0013977831233904744
cookies,all,6,0,1,1,0.005645072308219515
cookies,all,6,1,0,0,0.005766704666179561
cookies,all,6,1,0,1,0.014872764957881961
cookies,all,6,1,1,0,0.0025839101682475596
cookies,all,6,1,1,1,0.007330639529965097
cookies,all,7,0,0,0,0.002159152517918247
cookies,all,7,0,0,1,0.008751778714340363
cookies,all,7,0,1,0,0.0008318040422440738
cookies,all,7,0,1,1,0.0043772893837332304
cookies,all,7,1,0,0,0.004418499543685864
cookies,all,7,1,0,1,0.014848867590582824
cookies,all,7,1,1,0,0.00218411525488389
cookies,all,7,1,1,1,0.00807410738770696
cookies,all,8,0,0,0,0.001462027507120105
cookies,all,8,0,0,1,0.00787975163056863
cookies,all,8,0,1,0,0.00031302494256991775
cookies,all,8,0,1,1,0.002190317912653239
cookies,all,8,1,0,0,0.004673297952629042
cookies,all,8,1,0,1,0.02088266728389925
cookies,all,8,1,1,0,0.0012838370479158851
cookies,all,8,1,1,1,0.006310631939787604
cookies,all,9,0,0,0,0.000911824791261492
cookies,all,9,0,0,1,0.004925503304433838
cookies,all,9,0,1,0,0.00015102178782229868
cookies,all,9,0,1,1,0.0010591319063123416
cookies,all,9,1,0,0,0.004499737090381832
cookies,all,9,1,0,1,0.020152636505282134
cookies,all,9,1,1,0,0.00095626527000894
cookies,all,9,1,1,1,0.0047111134648567775
cookies,all,10,0,0,0,0.0023982190816481176
cookies,all,10,0,0,1,0.01657217034042436
cookies,all,10,0,1,0,0.0007952816153222069
cookies,all,10,0,1,1,0.005558339282751179
cookies,all,10,1,0,0,0.00617490875805411
cookies,all,10,1,0,1,0.04202522324349047
cookies,all,10,1,1,0,0.00206931896137246
cookies,all,10,1,1,1,0.014209081137992035
pies,some,0,0,0,0,0.02855086156218615
pies,some,0,0,0,1,0.03480625420420785
pies,some,0,0,1,0,0.016201219535018508
pies,some,0,0,1,1,0.01989622086692269
pies,some,0,1,0,0,0.011661747065103822
pies,some,0,1,0,1,0.0140188157686026
pies,some,0,1,1,0,0.006691527967093859
pies,some,0,1,1,1,0.008121932742013154
pies,some,1,0,0,0,0.04378951680297313
pies,some,1,0,0,1,0.040771818161714185
pies,some,1,0,1,0,0.09136693913272599
pies,some,1,0,1,1,0.0852380133186826
pies,some,1,1,0,0,0.006292601428154189
pies,some,1,1,0,1,0.005839309168131337
pies,some,1,1,1,0,0.013167957552736018
pies,some,1,1,1,1,0.012246984027840241
pies,some,2,0,0,0,0.03777557590461205
pies,some,2,0,0,1,0.023595022292565417
pies,some,2,0,1,0,0.039649382629581786
pies,some,2,0,1,1,0.024777987291988515
pies,some,2,1,0,0,0.013848433664588223
pies,some,2,1,0,1,0.008642801791906228
pies,some,2,1,1,0,0.014546208667742951
pies,some,2,1,1,1,0.009083214430780667
pies,some,3,0,0,0,0.016135152655631983
pies,some,3,0,0,1,0.015088434762216704
pies,some,3,0,1,0,0.016697263204947122
pies,some,3,0,1,1,0.015622002482483483
pies,some,3,1,0,0,0.010261583048640424
pies,some,3,1,0,1,0.009588045260119315
pies,some,3,1,1,0,0.010626993176856454
pies,some,3,1,1,1,0.009934864956282185
pies,some,4,0,0,0,0.008946835406826368
pies,some,4,0,0,1,0.013110982350593676
pies,some,4,0,1,0,0.006907792286679212
pies,some,4,0,1,1,0.010128038733860022
pies,some,4,1,0,0,0.0068732384083404876
pies,some,4,1,0,1,0.010064027008689651
pies,some,4,1,1,0,0.005310740165466048
pies,some,4,1,1,1,0.007780388694842081
pies,some,5,0,0,0,0.0017583601660207146
pies,some,5,0,0,1,0.007825709275589678
pies,some,5,0,1,0,0.0004994893290753864
pies,some,5,0,1,1,0.0022241413598208257
pies,some,5,1,0,0,0.004774582778930859
pies,some,5,1,0,1,0.021232244213722124
pies,some,5,1,1,0,0.0013573055598596559
pies,some,5,1,1,1,0.006039124137940011
pies,some,6,0,0,0,0.0029121787944551294
pies,some,6,0,0,1,0.009348078637259422
pies,some,6,0,1,0,0.0014658874784583584
pies,some,6,0,1,1,0.004707878602387658
pies,some,6,1,0,0,0.0050400538710345605
pies,some,6,1,0,1,0.016165312355335446
pies,some,6,1,1,0,0.0025388766496543614
pies,some,6,1,1,1,0.008147537703805186
pies,some,7,0,0,0,0.0029251553368637375
pies,some,7,0,0,1,0.007348486907149311
pies,some,7,0,1,0,0.0009183301090268827
pies,some,7,0,1,1,0.0023081717065596987
pies,some,7,1,0,0,0.005549526286660329
pies,some,7,1,0,1,0.013929948288366715
pies,some,7,1,1,0,0.0017435308079746744
pies,some,7,1,1,1,0.004378839956601553
pies,some,8,0,0,0,0.0017422651005211541
pies,some,8,0,0,1,0.008106680771260782
pies,some,8,0,1,0,0.000670414957842679
pies,some,8,0,1,1,0.0031209932408546893
pies,some,8,1,0,0,0.0035927778800072764
pies,some,8,1,0,1,0.016703358513210247
pies,some,8,1,1,0,0.0013835142899481896
pies,some,8,1,1,1,0.006435657733218177
pies,some,9,0,0,0,0.0006930653008569967
pies,some,9,0,0,1,0.0033728118355232286
pies,some,9,0,1,0,0.00020563566234199656
pies,some,9,0,1,1,0.0010012365385211539
pies,some,9,1,0,0,0.00353306098158616
pies,some,9,1,0,1,0.01717962545049442
pies,some,9,1,1,0,0.0010490573595465962
pies,some,9,1,1,1,0.00510384700993239
pies,some,10,0,0,0,0.00027735792748421784
pies,some,10,0,0,1,0.0010188348845640322
pies,some,10,0,1,0,0.00006993731748822547
pies,some,10,0,1,1,0.00025855566813046463
pies,some,10,1,0,0,0.0009776724652767416
pies,some,10,1,0,1,0.003548302559615611
pies,some,10,1,1,0,0.0002489264132329236
pies,some,10,1,1,1,0.0009109312456419417
pies,all,0,0,0,0,0.04969999572140025
pies,all,0,0,0,1,0.08845882441669001
pies,all,0,0,1,0,0.013992948691564097
pies,all,0,0,1,1,0.03025243615935137
pies,all,0,1,0,0,0.038744178936534375
pies,all,0,1,0,1,0.06208008326382074
pies,all,0,1,1,0,0.0146609965023435
pies,all,0,1,1,1,0.024993000638804407
pies,all,1,0,0,0,0.0395711465876695
pies,all,1,0,0,1,0.05142508239883711
pies,all,1,0,1,0,0.04253908360074071
pies,all,1,0,1,1,0.06715073817553513
pies,all,1,1,0,0,0.01014312341956753
pies,all,1,1,0,1,0.011866676106035786
pies,all,1,1,1,0,0.014654983827658424
pies,all,1,1,1,1,0.018241132731742504
pies,all,2,0,0,0,0.017349934325590968
pies,all,2,0,0,1,0.014780424139531217
pies,all,2,0,1,0,0.009577655409251347
pies,all,2,0,1,1,0.009910933646635912
pies,all,2,1,0,0,0.010964755571737953
pies,all,2,1,0,1,0.008409090629498338
pies,all,2,1,1,0,0.008135129397505608
pies,all,2,1,1,1,0.006637791777785597
pies,all,3,0,0,0,0.0074107100210859
pies,all,3,0,0,1,0.00945171666387784
pies,all,3,0,1,0,0.004033370071574356
pies,all,3,0,1,1,0.006248636267625181
pies,all,3,1,0,0,0.008124799716169017
pies,all,3,1,0,1,0.009328773642313565
pies,all,3,1,1,0,0.005943264432322399
pies,all,3,1,1,1,0.007260157229884136
pies,all,4,0,0,0,0.004109189681774185
pies,all,4,0,0,1,0.008212998386898863
pies,all,4,0,1,0,0.0016686376879708744
pies,all,4,0,1,1,0.004051108698982199
pies,all,4,1,0,0,0.005442014668160348
pies,all,4,1,0,1,0.009791884304583219
pies,all,4,1,1,0,0.0029700906558836194
pies,all,4,1,1,1,0.005685718475563958
pies,all,5,0,0,0,0.0008075967783583136
pies,all,5,0,0,1,0.004902190845665136
pies,all,5,0,1,0,0.00012065601926706877
pies,all,5,0,1,1,0.0008896330915889225
pies,all,5,1,0,0,0.0037803649420566354
pies,all,5,1,0,1,0.020658100250318476
pies,all,5,1,1,0,0.000759088269227022
pies,all,5,1,1,1,0.004413244766302347
pies,all,6,0,0,0,0.0013375338328596171
pies,all,6,0,0,1,0.005855835414570509
pies,all,6,0,1,0,0.00035409795074427383
pies,all,6,0,1,1,0.0018831017989813697
pies,all,6,1,0,0,0.003990556629201925
pies,all,6,1,0,1,0.015728183975879828
pies,all,6,1,1,0,0.0014198950765119552
pies,all,6,1,1,1,0.005954022025093608
pies,all,7,0,0,0,0.001343493825610784
pies,all,7,0,0,1,0.004603248597297658
pies,all,7,0,1,0,0.00022183067560899565
pies,all,7,0,1,1,0.0009232443442309827
pies,all,7,1,0,0,0.0043939409138928345
pies,all,7,1,0,1,0.013553266688447951
pies,all,7,1,1,0,0.0009750890459082287
pies,all,7,1,1,1,0.003199949542275725
pies,all,8,0,0,0,0.0008002044799566007
pies,all,8,0,0,1,0.005078197370500925
pies,all,8,0,1,0,0.0001619446009389901
pies,all,8,0,1,1,0.0012483643871958577
pies,all,8,1,0,0,0.002844648877407755
pies,all,8,1,0,1,0.016251680755438005
pies,all,8,1,1,0,0.0007737457937741104
pies,all,8,1,1,1,0.004703021855504783
pies,all,9,0,0,0,0.00031831777981568076
pies,all,9,0,0,1,0.002112801117698962
pies,all,9,0,1,0,0.00004967309408483421
pies,all,9,0,1,1,0.0004004840579234234
pies,all,9,1,0,0,0.002797366909601954
pies,all,9,1,0,1,0.016715068894595238
pies,all,9,1,1,0,0.0005866970260259114
pies,all,9,1,1,1,0.003729767030799152
pies,all,10,0,0,0,0.0021227555025364734
pies,all,10,0,0,1,0.009091312418532737
pies,all,10,0,1,0,0.00044774422818541655
pies,all,10,0,1,1,0.0019314047460661005
pies,all,10,1,0,0,0.009693769410172418
pies,all,10,1,0,1,0.041176239274237046
pies,all,10,1,1,0,0.002072339415061501
pies,all,10,1,1,1,0.008851068993543708
