"","food","totalQuant","eatenQuant","variable","N","value","sd","se","ci"
"68","cookies","10","5","Comp.4",22,-0.0450056437012821,0.0983809451942313,0.0209748879911522,0.0436196674580124
"69","cookies","10","6","Comp.1",18,0.165446029199448,0.419373837516124,0.0988473614532923,0.208549703021877
"70","cookies","10","6","Comp.2",18,0.0166191291689734,0.144059146955596,0.0339550665680839,0.0716389283917106
"71","cookies","10","6","Comp.3",18,0.00794742452173553,0.19047405798051,0.0448951660127128,0.0947205206230343
"72","cookies","10","6","Comp.4",18,0.037199228620023,0.0924689848284055,0.0217951487405338,0.0459837443339725
"73","cookies","10","7","Comp.1",20,0.173085269712978,0.304847898010226,0.0681660622748789,0.142673208035616
"74","cookies","10","7","Comp.2",20,0.0397939125870314,0.125424345683561,0.0280457362981874,0.0587004006956984
"75","cookies","10","7","Comp.3",20,-0.0292023186558349,0.169477586731662,0.0378963404594612,0.0793179521556991
"76","cookies","10","7","Comp.4",20,-0.035665755856103,0.170348012748512,0.0380909736337675,0.079725324071308
"77","cookies","10","8","Comp.1",20,0.362852082865897,0.36768830241128,0.0822176038723121,0.172083422600563
"78","cookies","10","8","Comp.2",20,0.0159778954742294,0.336535149604712,0.0752515471334198,0.157503298281688
"79","cookies","10","8","Comp.3",20,-0.0297800782155466,0.195652504050133,0.0437492299024151,0.0915681905475941
"80","cookies","10","8","Comp.4",20,0.015514881581886,0.175857194932018,0.0393228642200424,0.0823037007007806
"81","cookies","10","9","Comp.1",20,0.525235532857823,0.338245724123651,0.0756340432239123,0.158303871799806
"82","cookies","10","9","Comp.2",20,-0.0651607948136887,0.215434348773642,0.0481725848546262,0.100826378863758
"83","cookies","10","9","Comp.3",20,-0.00940554295073255,0.176987078924298,0.0395755139613851,0.0828325026867509
"84","cookies","10","9","Comp.4",20,-0.0270975452420317,0.117686685316156,0.0263155428413552,0.0550790641717689
"85","cookies","10","10","Comp.1",17,0.515749412864968,0.491594842916608,0.119229262491417,0.252754745377798
"86","cookies","10","10","Comp.2",17,0.0383499356884945,0.138437018811623,0.0335759088856435,0.0711777471728457
"87","cookies","10","10","Comp.3",17,0.0107828110558602,0.142879388135208,0.0346533417061814,0.0734618027186589
"88","cookies","10","10","Comp.4",17,0.0123713420316189,0.111249747037313,0.0269820269328287,0.0571993418786341
"89","pies","10","0","Comp.1",22,-0.0576550316175762,0.320980655035495,0.0684333055898607,0.142314849745154
"90","pies","10","0","Comp.2",22,-0.00501855385785251,0.196842605150497,0.0419669844273905,0.0872751218366721
"91","pies","10","0","Comp.3",22,0.10459152674497,0.287202674776715,0.0612318160016431,0.127338532294835
"92","pies","10","0","Comp.4",22,0.125178765426729,0.227821095171343,0.0485716206914501,0.101010214850801
"93","pies","10","1","Comp.1",17,-0.379153036133184,0.261957275327494,0.0635339715043685,0.134686002872683
"94","pies","10","1","Comp.2",17,0.0462232205619988,0.298378649198558,0.072367452180869,0.153412145369365
"95","pies","10","1","Comp.3",17,-0.0775053043299453,0.220200071024833,0.0534063618590527,0.113216429517134
"96","pies","10","1","Comp.4",17,0.0895149181887048,0.168252862495301,0.0408073131694501,0.0865076394348986
"97","pies","10","2","Comp.1",23,-0.151147514933294,0.407177510803882,0.0849023800824896,0.176076759454026
"98","pies","10","2","Comp.2",23,0.0392599209200464,0.223841906602327,0.0466742639966027,0.096796499066797
"99","pies","10","2","Comp.3",23,-0.0528398598954591,0.180337169242911,0.0376028991773971,0.0779836398791142
"100","pies","10","2","Comp.4",23,-0.0304955970694552,0.129956051802318,0.0270977099947311,0.0561972109599466
"101","pies","10","3","Comp.1",20,-0.0849831090637332,0.313651741966714,0.0701346616298797,0.146793533839126
"102","pies","10","3","Comp.2",20,0.0360052315039638,0.180288223599913,0.0403136723512088,0.0843774859526151
"103","pies","10","3","Comp.3",20,-0.0361818044636097,0.234661980606638,0.0524720140371181,0.109825187562939
"104","pies","10","3","Comp.4",20,-0.0483575661710236,0.130086747363737,0.0290882810077157,0.0608824718505373
"105","pies","10","4","Comp.1",19,0.075918499692998,0.40567651887515,0.0930685762917974,0.195529823185292
"106","pies","10","4","Comp.2",19,0.0547586776069682,0.125074995360406,0.0286941718494647,0.0602842180650044
"107","pies","10","4","Comp.3",19,0.0127022284925049,0.144011646521957,0.0330385375727427,0.0694113917639067
"108","pies","10","4","Comp.4",19,0.00407484636986703,0.0910523435083408,0.0208888402066005,0.0438858247851201
"109","pies","10","5","Comp.1",19,0.472509923744295,0.231762518704852,0.0531699683123634,0.111705958306362
"110","pies","10","5","Comp.2",19,-0.00924755334579781,0.106352491709792,0.0243989349345647,0.051260260162434
"111","pies","10","5","Comp.3",19,0.00651553696852855,0.121480601843533,0.0278695614229716,0.0585517758453725
"112","pies","10","5","Comp.4",19,0.0153865018495454,0.111812801286709,0.0256516158633135,0.053892045135032
"113","pies","10","6","Comp.1",23,0.328165958276075,0.390080853765467,0.0813374806577897,0.168683610547355
"114","pies","10","6","Comp.2",23,0.0585450391507854,0.18833478767837,0.039270517899319,0.0814420694340406
"115","pies","10","6","Comp.3",23,-0.000844808197661388,0.184529109229106,0.0384769790873809,0.0797963706636257
"116","pies","10","6","Comp.4",23,-0.0052170277233842,0.146553739149941,0.0305585670467234,0.0633745891919391
"117","pies","10","7","Comp.1",18,0.412967557643817,0.344444431217648,0.0811863310186475,0.171288185890275
"118","pies","10","7","Comp.2",18,-0.029120314303924,0.230253449798906,0.0542712585814675,0.1145023467838
"119","pies","10","7","Comp.3",18,-0.0622739865758977,0.168736152248615,0.0397714924954406,0.0839105144205614
"120","pies","10","7","Comp.4",18,0.0409870827564159,0.169576944153427,0.0399696690479269,0.0843286303981582
"121","pies","10","8","Comp.1",25,0.385933018347422,0.318108463437122,0.0636216926874244,0.131308720025915
"122","pies","10","8","Comp.2",25,0.0729445912432867,0.18900481912803,0.037800963825606,0.0780173548678213
"123","pies","10","8","Comp.3",25,-0.0322204628440542,0.196768563468732,0.0393537126937463,0.0812220710233456
"124","pies","10","8","Comp.4",25,-0.00619739635752673,0.228084559465356,0.0456169118930713,0.0941486788420222
"125","pies","10","9","Comp.1",22,0.472247301293381,0.32706348455418,0.0697301692007132,0.145011825265007
"126","pies","10","9","Comp.2",22,0.0465474853668426,0.288768521747362,0.0615656556974883,0.128032789948234
"127","pies","10","9","Comp.3",22,-0.0298006904098912,0.192446937212097,0.0410298248740622,0.0853261918548518
"128","pies","10","9","Comp.4",22,-0.0608220759076942,0.18624452201993,0.0397074655119573,0.0825761950177133
"129","pies","10","10","Comp.1",19,0.511667876990441,0.485200286609244,0.111312579826667,0.233859052313934
"130","pies","10","10","Comp.2",19,-0.0467883523460501,0.264655709453977,0.0607161838074183,0.127559968760331
"131","pies","10","10","Comp.3",19,-0.0421167189439654,0.137235171177644,0.0314839075085713,0.0661452351976678
"132","pies","10","10","Comp.4",19,-0.0468496691098125,0.122709475163903,0.0281514842975982,0.0591440738263235
