workerID,gender,age,income,language,order,pesonA,personB,food,totalQuant,eatenQuant,preciseEatenQuant,probAffect
A3QSJY1FFN0N6V,F,35,10,English,4,Cathy,Lena,cookies,100,7,77,0.75
A3QSJY1FFN0N6V,F,35,10,English,5,Nancy,Diana,blueberries,10,0,0,0.025
A3QSJY1FFN0N6V,F,35,10,English,6,Henry,Steven,cookies,100,1,10,0.075
A3QSJY1FFN0N6V,F,35,10,English,7,Frank,Jane,blueberries,10,8,8,0.275
A3QSJY1FFN0N6V,F,35,10,English,8,Yvonne,Tom,bananas,10,3,3,0.325
A3QSJY1FFN0N6V,F,35,10,English,9,Calvin,Nathan,M&M's,100,0,8,0.075
A3QSJY1FFN0N6V,F,35,10,English,10,Wendy,Matt,strawberries,10,7,7,0.3
A3QSJY1FFN0N6V,F,35,10,English,11,Ivan,Albert,strawberries,10,9,9,0.6
A3QSJY1FFN0N6V,F,35,10,English,12,Barbara,George,bananas,100,2,21,0.6
A3QSJY1FFN0N6V,F,35,10,English,13,Robert,Iris,blueberries,100,2,22,0.1
A3QSJY1FFN0N6V,F,35,10,English,14,Winston,Kevin,pies,100,5,54,0.75
A3QSJY1FFN0N6V,F,35,10,English,15,Emma,Zack,cookies,100,9,92,0.85
A3QSJY1FFN0N6V,F,35,10,English,16,Ann,Patrick,bananas,10,4,4,0.275
A3QSJY1FFN0N6V,F,35,10,English,17,Jake,Rebecca,cookies,10,2,2,0.075
A3QSJY1FFN0N6V,F,35,10,English,18,Tracy,Edward,pies,100,10,10,0.575
A3QSJY1FFN0N6V,F,35,10,English,19,Heather,Victoria,M&M's,100,1,17,0.075
A3QSJY1FFN0N6V,F,35,10,English,20,Oliver,Victor,pies,10,10,10,0.95
A3QSJY1FFN0N6V,F,35,10,English,21,Mary,Fiona,pies,10,9,9,0.875
A3QSJY1FFN0N6V,F,35,10,English,22,Larry,Stephanie,bananas,100,8,88,0.8
A2WW7EIN5MFNWB,F,55,11,English,1,Diana,Henry,cookies,10,10,10,0.25
A2WW7EIN5MFNWB,F,55,11,English,2,Grace,Nathan,M&M's,10,8,8,0
A2WW7EIN5MFNWB,F,55,11,English,3,Ivan,Jake,cookies,10,7,7,0.25
A2WW7EIN5MFNWB,F,55,11,English,4,David,Stephanie,cookies,100,8,89,1
A2WW7EIN5MFNWB,F,55,11,English,5,Larry,Edward,M&M's,100,7,71,0.375
A2WW7EIN5MFNWB,F,55,11,English,6,Winston,Barbara,pies,100,0,2,1
A2WW7EIN5MFNWB,F,55,11,English,7,Jane,Albert,M&M's,10,5,5,0
A2WW7EIN5MFNWB,F,55,11,English,8,Rebecca,Tom,bananas,100,6,67,1
A2WW7EIN5MFNWB,F,55,11,English,9,Kathy,Frank,M&M's,10,9,9,0
A2WW7EIN5MFNWB,F,55,11,English,10,Olga,Ann,M&M's,10,7,7,0
A2WW7EIN5MFNWB,F,55,11,English,11,Bob,Heather,strawberries,10,5,5,0
A2WW7EIN5MFNWB,F,55,11,English,12,Robert,Yvonne,pies,100,2,23,1
A2WW7EIN5MFNWB,F,55,11,English,13,Zack,Wendy,bananas,10,7,7,0.75
A2WW7EIN5MFNWB,F,55,11,English,14,Steven,Matt,M&M's,10,1,1,0
A2WW7EIN5MFNWB,F,55,11,English,15,Lena,Victor,cookies,10,0,0,0
A2WW7EIN5MFNWB,F,55,11,English,16,Calvin,Tracy,strawberries,10,8,8,0.15
A2WW7EIN5MFNWB,F,55,11,English,17,Fiona,Mary,blueberries,100,5,57,0.375
A2WW7EIN5MFNWB,F,55,11,English,18,Patty,George,M&M's,100,3,31,0.175
A2WW7EIN5MFNWB,F,55,11,English,19,Victoria,Patrick,pies,100,3,37,1
A2WW7EIN5MFNWB,F,55,11,English,20,Cathy,Emma,strawberries,100,7,77,0.625
A2WW7EIN5MFNWB,F,55,11,English,21,Oliver,Iris,M&M's,10,10,10,0.15
A2WW7EIN5MFNWB,F,55,11,English,22,Kevin,Nancy,M&M's,10,6,6,0
APZQ9ADUXTS7N,F,65,8,English,1,Iris,Robert,bananas,10,9,9,0.5
APZQ9ADUXTS7N,F,65,8,English,2,Tracy,Grace,blueberries,10,1,1,0.05
APZQ9ADUXTS7N,F,65,8,English,3,Albert,Barbara,bananas,10,4,4,0.25
APZQ9ADUXTS7N,F,65,8,English,4,Jane,Nathan,strawberries,100,2,20,0.3
APZQ9ADUXTS7N,F,65,8,English,5,Jake,Tom,pies,10,2,2,0.625
APZQ9ADUXTS7N,F,65,8,English,6,Emma,Yvonne,bananas,10,5,5,0.575
APZQ9ADUXTS7N,F,65,8,English,7,Frank,Henry,strawberries,100,10,10,0.125
APZQ9ADUXTS7N,F,65,8,English,8,Cathy,George,bananas,100,4,40,0.8
APZQ9ADUXTS7N,F,65,8,English,9,Patrick,Olga,pies,10,3,3,0.625
APZQ9ADUXTS7N,F,65,8,English,10,Diana,Ivan,cookies,100,7,76,0.975
APZQ9ADUXTS7N,F,65,8,English,11,David,Calvin,strawberries,100,8,88,0.95
APZQ9ADUXTS7N,F,65,8,English,12,Bob,Lena,strawberries,100,0,5,0.075
APZQ9ADUXTS7N,F,65,8,English,13,Kevin,Zack,blueberries,10,9,9,0.95
APZQ9ADUXTS7N,F,65,8,English,14,Ann,Victor,pies,10,1,1,0.075
APZQ9ADUXTS7N,F,65,8,English,15,Nancy,Victoria,pies,10,7,7,0.95
APZQ9ADUXTS7N,F,65,8,English,16,Stephanie,Rebecca,cookies,10,5,5,0.525
APZQ9ADUXTS7N,F,65,8,English,17,Wendy,Heather,M&M's,10,3,3,0.65
APZQ9ADUXTS7N,F,65,8,English,18,Edward,Fiona,blueberries,10,2,2,0.075
APZQ9ADUXTS7N,F,65,8,English,19,Mary,Patty,M&M's,10,5,5,0.575
APZQ9ADUXTS7N,F,65,8,English,20,Winston,Matt,strawberries,10,10,10,0.05
APZQ9ADUXTS7N,F,65,8,English,21,Kathy,Larry,bananas,10,2,2,0.175
APZQ9ADUXTS7N,F,65,8,English,22,Oliver,Steven,bananas,100,5,55,0.8
A2YTOX7SEDJ1TC,F,35,6,English,1,Barbara,Iris,bananas,10,10,10,0.775
A2YTOX7SEDJ1TC,F,35,6,English,2,Victoria,Yvonne,M&M's,100,6,63,0.775
A2YTOX7SEDJ1TC,F,35,6,English,3,Oliver,Albert,strawberries,100,9,98,0.275
A2YTOX7SEDJ1TC,F,35,6,English,4,Edward,Tracy,M&M's,10,6,6,0.5
A2YTOX7SEDJ1TC,F,35,6,English,5,Frank,Wendy,bananas,100,1,15,0.25
A2YTOX7SEDJ1TC,F,35,6,English,6,Patty,Steven,strawberries,100,0,5,0.025
A2YTOX7SEDJ1TC,F,35,6,English,7,Emma,Diana,bananas,100,3,36,0.725
A2YTOX7SEDJ1TC,F,35,6,English,8,Jake,Rebecca,blueberries,10,7,7,0.275
A2YTOX7SEDJ1TC,F,35,6,English,9,Nancy,Kevin,bananas,10,2,2,0.275
A2YTOX7SEDJ1TC,F,35,6,English,10,Stephanie,Matt,strawberries,10,3,3,0.25
A2YTOX7SEDJ1TC,F,35,6,English,11,Fiona,Nathan,strawberries,10,1,1,0.025
A2YTOX7SEDJ1TC,F,35,6,English,12,Victor,Zack,bananas,10,4,4,0.5
A2YTOX7SEDJ1TC,F,35,6,English,13,Mary,Tom,strawberries,100,6,62,0.75
A2YTOX7SEDJ1TC,F,35,6,English,14,George,Heather,blueberries,10,0,0,0
A2YTOX7SEDJ1TC,F,35,6,English,15,Robert,Calvin,strawberries,10,6,6,0.25
A2YTOX7SEDJ1TC,F,35,6,English,16,Winston,Cathy,strawberries,100,5,52,0.775
A2YTOX7SEDJ1TC,F,35,6,English,17,Ivan,Grace,pies,10,4,4,1
A2YTOX7SEDJ1TC,F,35,6,English,18,Larry,Olga,strawberries,10,4,4,0.225
A2YTOX7SEDJ1TC,F,35,6,English,19,Patrick,David,blueberries,10,10,10,0.25
A2YTOX7SEDJ1TC,F,35,6,English,20,Bob,Henry,bananas,10,0,0,0
A2YTOX7SEDJ1TC,F,35,6,English,21,Kathy,Ann,pies,10,3,3,0.75
A2YTOX7SEDJ1TC,F,35,6,English,22,Jane,Lena,strawberries,10,0,0,0.225
A1NR95359ACDZD,M,55,6,english,1,Heather,Emma,blueberries,10,0,0,0.25
A1NR95359ACDZD,M,55,6,english,2,Steven,Jane,strawberries,10,3,3,0.25
A1NR95359ACDZD,M,55,6,english,3,Ivan,George,bananas,100,8,84,0.75
A1NR95359ACDZD,M,55,6,english,4,Grace,Winston,blueberries,100,6,63,0.75
A1NR95359ACDZD,M,55,6,english,5,Diana,Fiona,strawberries,100,5,51,0.675
A1NR95359ACDZD,M,55,6,english,6,Zack,Tracy,blueberries,10,6,6,0.725
A1NR95359ACDZD,M,55,6,english,7,Oliver,Olga,pies,10,7,7,0.75
A1NR95359ACDZD,M,55,6,english,8,Kathy,David,cookies,10,8,8,0.8
A1NR95359ACDZD,M,55,6,english,9,Yvonne,Calvin,cookies,100,10,10,0.75
A1NR95359ACDZD,M,55,6,english,10,Cathy,Nathan,M&M's,10,1,1,0
A1NR95359ACDZD,M,55,6,english,11,Jake,Patrick,bananas,100,2,27,0.65
A1NR95359ACDZD,M,55,6,english,12,Victoria,Edward,bananas,10,8,8,0.85
A1NR95359ACDZD,M,55,6,english,13,Mary,Tom,bananas,10,6,6,0.825
A1NR95359ACDZD,M,55,6,english,14,Frank,Barbara,strawberries,10,2,2,0.075
A1NR95359ACDZD,M,55,6,english,15,Henry,Wendy,pies,100,3,36,0.85
A1NR95359ACDZD,M,55,6,english,16,Stephanie,Kevin,M&M's,100,6,68,0.15
A1NR95359ACDZD,M,55,6,english,17,Larry,Victor,pies,100,8,82,0.825
A1NR95359ACDZD,M,55,6,english,18,Rebecca,Bob,cookies,10,5,5,0.775
A1NR95359ACDZD,M,55,6,english,19,Patty,Matt,strawberries,10,0,0,0
A1NR95359ACDZD,M,55,6,english,20,Robert,Lena,bananas,100,0,1,0
A1NR95359ACDZD,M,55,6,english,21,Iris,Nancy,cookies,100,6,66,0.85
A1NR95359ACDZD,M,55,6,english,22,Ann,Albert,blueberries,10,9,9,0.775
A1HU9IOTYXB4YY,F,35,4,English,1,Oliver,Zack,blueberries,100,4,49,0.2
A1HU9IOTYXB4YY,F,35,4,English,2,Edward,Robert,pies,100,10,10,0.975
A1HU9IOTYXB4YY,F,35,4,English,3,Tracy,Frank,bananas,10,3,3,0
A1HU9IOTYXB4YY,F,35,4,English,4,Winston,Diana,M&M's,10,5,5,0.025
A1HU9IOTYXB4YY,F,35,4,English,5,Henry,Ann,cookies,100,10,10,0.275
A1HU9IOTYXB4YY,F,35,4,English,6,Victoria,Larry,bananas,100,3,34,0.65
A1HU9IOTYXB4YY,F,35,4,English,7,Tom,David,bananas,10,7,7,0.15
A1HU9IOTYXB4YY,F,35,4,English,8,Kevin,Cathy,bananas,100,0,7,0.025
A1HU9IOTYXB4YY,F,35,4,English,9,Jake,Ivan,blueberries,100,0,2,0.025
A1HU9IOTYXB4YY,F,35,4,English,10,Olga,Calvin,bananas,10,8,8,0.575
A1HU9IOTYXB4YY,F,35,4,English,11,Grace,Jane,cookies,10,1,1,0.025
A1HU9IOTYXB4YY,F,35,4,English,12,Yvonne,George,blueberries,100,5,58,0
A1HU9IOTYXB4YY,F,35,4,English,13,Albert,Matt,bananas,100,5,53,0.75
A1HU9IOTYXB4YY,F,35,4,English,14,Victor,Emma,cookies,10,0,0,0.025
A1HU9IOTYXB4YY,F,35,4,English,15,Nathan,Fiona,blueberries,10,2,2,0.025
A1HU9IOTYXB4YY,F,35,4,English,16,Iris,Nancy,strawberries,100,0,2,0.025
A1HU9IOTYXB4YY,F,35,4,English,17,Lena,Wendy,cookies,100,0,0,0.025
A1HU9IOTYXB4YY,F,35,4,English,18,Bob,Mary,blueberries,10,6,6,0.025
A1HU9IOTYXB4YY,F,35,4,English,19,Kathy,Rebecca,strawberries,10,6,6,0.025
A1HU9IOTYXB4YY,F,35,4,English,20,Heather,Patrick,pies,100,9,95,0.975
A1HU9IOTYXB4YY,F,35,4,English,21,Stephanie,Steven,blueberries,10,8,8,0.075
A1HU9IOTYXB4YY,F,35,4,English,22,Barbara,Patty,strawberries,100,9,93,0.75
A2VDLRRPXV3N59,F,55,6,English,1,Winston,Jake,M&M's,100,7,75,0.5
A2VDLRRPXV3N59,F,55,6,English,2,Nancy,Edward,M&M's,100,0,9,0.025
A2VDLRRPXV3N59,F,55,6,English,3,David,Mary,pies,100,7,76,0.5
A2VDLRRPXV3N59,F,55,6,English,4,Tracy,Olga,M&M's,100,8,80,0.625
A2VDLRRPXV3N59,F,55,6,English,5,Victoria,Zack,bananas,100,6,63,0.75
A2VDLRRPXV3N59,F,55,6,English,6,Cathy,Grace,cookies,10,8,8,0.75
A2VDLRRPXV3N59,F,55,6,English,7,Rebecca,Oliver,cookies,100,6,68,0.725
A2VDLRRPXV3N59,F,55,6,English,8,Lena,Henry,blueberries,100,8,89,0.65
A2VDLRRPXV3N59,F,55,6,English,9,Frank,Tom,strawberries,100,10,10,0.225
A2VDLRRPXV3N59,F,55,6,English,10,Larry,Ivan,pies,10,8,8,0.875
A2VDLRRPXV3N59,F,55,6,English,11,Kathy,Heather,strawberries,100,8,85,0.625
A2VDLRRPXV3N59,F,55,6,English,12,Matt,Stephanie,strawberries,100,3,35,0.375
A2VDLRRPXV3N59,F,55,6,English,13,Nathan,Kevin,strawberries,10,10,10,0.05
A2VDLRRPXV3N59,F,55,6,English,14,Fiona,Emma,blueberries,10,2,2,0.025
A2VDLRRPXV3N59,F,55,6,English,15,George,Victor,blueberries,10,1,1,0
A2VDLRRPXV3N59,F,55,6,English,16,Calvin,Steven,strawberries,10,0,0,0
A2VDLRRPXV3N59,F,55,6,English,17,Bob,Jane,pies,10,9,9,0.95
A2VDLRRPXV3N59,F,55,6,English,18,Patrick,Iris,M&M's,10,8,8,0.4
A2VDLRRPXV3N59,F,55,6,English,19,Diana,Wendy,bananas,100,3,30,0.575
A2VDLRRPXV3N59,F,55,6,English,20,Albert,Ann,pies,10,5,5,0.65
A2VDLRRPXV3N59,F,55,6,English,21,Yvonne,Patty,M&M's,100,2,26,0.45
A2VDLRRPXV3N59,F,55,6,English,22,Robert,Barbara,cookies,100,5,50,0.7
A1WCQNE6YD0OXZ,F,45,10,English,1,Nathan,Grace,strawberries,10,2,2,0.25
A1WCQNE6YD0OXZ,F,45,10,English,2,Rebecca,Zack,cookies,10,9,9,0
A1WCQNE6YD0OXZ,F,45,10,English,3,Ivan,Albert,pies,10,4,4,0.25
A1WCQNE6YD0OXZ,F,45,10,English,4,Ann,Heather,bananas,100,4,45,0.25
A1WCQNE6YD0OXZ,F,45,10,English,5,Emma,Edward,blueberries,100,10,10,0.25
A1WCQNE6YD0OXZ,F,45,10,English,6,George,Henry,strawberries,10,9,9,0.225
A1WCQNE6YD0OXZ,F,45,10,English,7,Robert,Tracy,pies,100,9,95,0.975
A1WCQNE6YD0OXZ,F,45,10,English,8,Kathy,Jane,blueberries,10,1,1,0.025
A1WCQNE6YD0OXZ,F,45,10,English,9,Frank,Mary,M&M's,10,9,9,0.225
A1WCQNE6YD0OXZ,F,45,10,English,10,Cathy,Tom,strawberries,100,0,1,0
A1WCQNE6YD0OXZ,F,45,10,English,11,Jake,David,blueberries,100,9,91,0.75
A1WCQNE6YD0OXZ,F,45,10,English,12,Lena,Stephanie,blueberries,10,0,0,0
A1WCQNE6YD0OXZ,F,45,10,English,13,Larry,Fiona,strawberries,100,9,96,0.975
A1WCQNE6YD0OXZ,F,45,10,English,14,Kevin,Nancy,cookies,100,7,72,0.975
A1WCQNE6YD0OXZ,F,45,10,English,15,Steven,Matt,bananas,100,10,10,0.25
A1WCQNE6YD0OXZ,F,45,10,English,16,Iris,Victoria,pies,100,5,50,0.975
A1WCQNE6YD0OXZ,F,45,10,English,17,Patrick,Victor,pies,100,7,71,0.975
A1WCQNE6YD0OXZ,F,45,10,English,18,Patty,Oliver,strawberries,100,6,67,0.75
A1WCQNE6YD0OXZ,F,45,10,English,19,Wendy,Calvin,cookies,10,0,0,0
A1WCQNE6YD0OXZ,F,45,10,English,20,Winston,Yvonne,blueberries,100,7,78,0.75
A1WCQNE6YD0OXZ,F,45,10,English,21,Olga,Bob,pies,10,0,0,0
A1WCQNE6YD0OXZ,F,45,10,English,22,Diana,Barbara,blueberries,10,4,4,0.225
AKG7VBOY97HKA,F,66,4,English,1,Albert,Calvin,pies,10,5,5,0.75
AKG7VBOY97HKA,F,66,4,English,2,Kevin,Stephanie,strawberries,10,9,9,0.75
AKG7VBOY97HKA,F,66,4,English,3,Wendy,Emma,pies,100,2,22,0.75
AKG7VBOY97HKA,F,66,4,English,4,Barbara,Tracy,M&M's,100,3,34,0.5
AKG7VBOY97HKA,F,66,4,English,5,Lena,Oliver,blueberries,10,0,0,0
AKG7VBOY97HKA,F,66,4,English,6,Cathy,Robert,M&M's,10,10,10,0.25
AKG7VBOY97HKA,F,66,4,English,7,Winston,Nathan,strawberries,10,10,10,0.75
AKG7VBOY97HKA,F,66,4,English,8,Victoria,Mary,blueberries,10,9,9,0.75
AKG7VBOY97HKA,F,66,4,English,9,Fiona,Tom,bananas,10,2,2,0.5
AKG7VBOY97HKA,F,66,4,English,10,Rebecca,Ivan,M&M's,10,0,0,0.025
AKG7VBOY97HKA,F,66,4,English,11,Olga,David,blueberries,10,5,5,0.5
AKG7VBOY97HKA,F,66,4,English,12,Iris,Heather,blueberries,100,0,3,0
AKG7VBOY97HKA,F,66,4,English,13,Diana,Frank,cookies,10,1,1,0.25
AKG7VBOY97HKA,F,66,4,English,14,Zack,Grace,bananas,100,1,11,0.75
AKG7VBOY97HKA,F,66,4,English,15,Patty,Yvonne,blueberries,10,6,6,0.5
AKG7VBOY97HKA,F,66,4,English,16,Patrick,Larry,M&M's,100,0,8,0.25
AKG7VBOY97HKA,F,66,4,English,17,Victor,Matt,pies,100,7,73,1
AKG7VBOY97HKA,F,66,4,English,18,Steven,Ann,cookies,100,8,85,0.975
AKG7VBOY97HKA,F,66,4,English,19,Bob,Jane,strawberries,100,3,31,0.725
AKG7VBOY97HKA,F,66,4,English,20,Nancy,Henry,bananas,100,10,10,0.75
AKG7VBOY97HKA,F,66,4,English,21,Kathy,Edward,bananas,100,5,56,0.725
AKG7VBOY97HKA,F,66,4,English,22,George,Jake,bananas,10,6,6,0.5
A3TFCAEJOFTW9J,F,35,6,English,1,Albert,Jane,blueberries,10,7,7,0.65
A3TFCAEJOFTW9J,F,35,6,English,2,Mary,Larry,strawberries,10,1,1,0.05
A3TFCAEJOFTW9J,F,35,6,English,3,Robert,Nathan,pies,100,8,88,0.925
A3TFCAEJOFTW9J,F,35,6,English,4,Diana,George,pies,100,9,93,1
A3TFCAEJOFTW9J,F,35,6,English,5,Tom,David,blueberries,10,1,1,0.05
A3TFCAEJOFTW9J,F,35,6,English,6,Ivan,Stephanie,blueberries,100,7,79,0.725
A3TFCAEJOFTW9J,F,35,6,English,7,Victoria,Emma,cookies,10,1,1,0.05
A3TFCAEJOFTW9J,F,35,6,English,8,Yvonne,Frank,bananas,100,5,54,0.625
A3TFCAEJOFTW9J,F,35,6,English,9,Victor,Heather,pies,10,6,6,0.575
A3TFCAEJOFTW9J,F,35,6,English,10,Winston,Tracy,cookies,100,8,81,1
A3TFCAEJOFTW9J,F,35,6,English,11,Calvin,Patty,M&M's,10,7,7,0.725
A3TFCAEJOFTW9J,F,35,6,English,12,Wendy,Rebecca,M&M's,100,7,75,0.7
A3TFCAEJOFTW9J,F,35,6,English,13,Bob,Oliver,cookies,10,3,3,0.275
A3TFCAEJOFTW9J,F,35,6,English,14,Matt,Jake,bananas,10,10,10,1
A3TFCAEJOFTW9J,F,35,6,English,15,Nancy,Lena,strawberries,10,0,0,0.025
A3TFCAEJOFTW9J,F,35,6,English,16,Kevin,Grace,M&M's,100,6,69,0.575
A3TFCAEJOFTW9J,F,35,6,English,17,Zack,Iris,M&M's,100,3,33,0.35
A3TFCAEJOFTW9J,F,35,6,English,18,Cathy,Edward,blueberries,10,8,8,0.825
A3TFCAEJOFTW9J,F,35,6,English,19,Barbara,Kathy,pies,10,8,8,0.925
A3TFCAEJOFTW9J,F,35,6,English,20,Henry,Patrick,strawberries,100,4,43,0.4
A3TFCAEJOFTW9J,F,35,6,English,21,Ann,Fiona,blueberries,100,6,61,0.7
A3TFCAEJOFTW9J,F,35,6,English,22,Olga,Steven,M&M's,10,1,1,0.025
A1650FELH3UL2F,M,35,4,English,1,Henry,Robert,strawberries,100,1,10,0.075
A1650FELH3UL2F,M,35,4,English,2,Winston,Jake,pies,100,4,44,0.925
A1650FELH3UL2F,M,35,4,English,3,Matt,Ivan,M&M's,10,7,7,0.25
A1650FELH3UL2F,M,35,4,English,4,Emma,Zack,blueberries,100,1,19,0.35
A1650FELH3UL2F,M,35,4,English,5,Steven,Victor,pies,10,4,4,0.725
A1650FELH3UL2F,M,35,4,English,6,Rebecca,Jane,pies,100,6,68,0.95
A1650FELH3UL2F,M,35,4,English,7,Barbara,Grace,bananas,10,0,0,0
A1650FELH3UL2F,M,35,4,English,8,David,Bob,blueberries,10,5,5,0.4
A1650FELH3UL2F,M,35,4,English,9,Yvonne,Frank,strawberries,10,4,4,0.325
A1650FELH3UL2F,M,35,4,English,10,Kevin,Larry,M&M's,10,6,6,0.475
A1650FELH3UL2F,M,35,4,English,11,Tracy,Nathan,bananas,10,8,8,0.775
A1650FELH3UL2F,M,35,4,English,12,George,Kathy,M&M's,10,8,8,0.475
A1650FELH3UL2F,M,35,4,English,13,Patrick,Wendy,M&M's,10,4,4,0.35
A1650FELH3UL2F,M,35,4,English,14,Olga,Oliver,bananas,10,5,5,0.575
A1650FELH3UL2F,M,35,4,English,15,Patty,Mary,M&M's,100,9,91,0.7
A1650FELH3UL2F,M,35,4,English,16,Iris,Calvin,bananas,10,7,7,0.675
A1650FELH3UL2F,M,35,4,English,17,Diana,Tom,cookies,100,9,98,1
A1650FELH3UL2F,M,35,4,English,18,Albert,Nancy,blueberries,100,4,43,0.65
A1650FELH3UL2F,M,35,4,English,19,Victoria,Edward,M&M's,100,4,40,0.55
A1650FELH3UL2F,M,35,4,English,20,Heather,Stephanie,pies,100,8,82,0.95
A1650FELH3UL2F,M,35,4,English,21,Lena,Cathy,cookies,10,4,4,0.35
A1650FELH3UL2F,M,35,4,English,22,Fiona,Ann,blueberries,10,3,3,0.225
A3HOZA7QXYKN5Y,F,45,4,english,1,Oliver,Jake,cookies,10,9,9,0.625
A3HOZA7QXYKN5Y,F,45,4,english,2,Bob,Olga,M&M's,100,4,43,0.5
A3HOZA7QXYKN5Y,F,45,4,english,3,Edward,Fiona,pies,100,6,60,0.5
A3HOZA7QXYKN5Y,F,45,4,english,4,Grace,George,blueberries,10,2,2,0.45
A3HOZA7QXYKN5Y,F,45,4,english,5,Ivan,Yvonne,bananas,100,2,22,0.5
A3HOZA7QXYKN5Y,F,45,4,english,6,Winston,Heather,cookies,100,8,81,0.3
A3HOZA7QXYKN5Y,F,45,4,english,7,Henry,Albert,cookies,10,2,2,0.5
A3HOZA7QXYKN5Y,F,45,4,english,8,Mary,Kathy,M&M's,100,7,72,0.65
A3HOZA7QXYKN5Y,F,45,4,english,9,Wendy,Rebecca,M&M's,10,2,2,0.5
A3HOZA7QXYKN5Y,F,45,4,english,10,Stephanie,Zack,M&M's,100,2,20,0.4
A3HOZA7QXYKN5Y,F,45,4,english,11,Patrick,Barbara,strawberries,10,8,8,0.325
A3HOZA7QXYKN5Y,F,45,4,english,12,Larry,Matt,pies,10,2,2,0.925
A3HOZA7QXYKN5Y,F,45,4,english,13,Calvin,Nathan,pies,100,9,99,0.5
A3HOZA7QXYKN5Y,F,45,4,english,14,Steven,Nancy,pies,100,0,0,0.4
A3HOZA7QXYKN5Y,F,45,4,english,15,Emma,Tracy,bananas,100,1,14,0.825
A3HOZA7QXYKN5Y,F,45,4,english,16,Cathy,Ann,pies,10,8,8,0.4
A3HOZA7QXYKN5Y,F,45,4,english,17,David,Tom,strawberries,100,1,16,0.425
A3HOZA7QXYKN5Y,F,45,4,english,18,Patty,Iris,M&M's,10,9,9,0.7
A3HOZA7QXYKN5Y,F,45,4,english,19,Robert,Kevin,pies,100,3,30,0.425
A3HOZA7QXYKN5Y,F,45,4,english,20,Frank,Jane,strawberries,100,2,28,0.5
A3HOZA7QXYKN5Y,F,45,4,english,21,Victor,Diana,pies,100,8,87,0.45
A3HOZA7QXYKN5Y,F,45,4,english,22,Victoria,Lena,M&M's,10,10,10,0.65
ALLRDNLLV5MTY,F,35,4,English,1,Nancy,Zack,bananas,10,9,9,0.225
ALLRDNLLV5MTY,F,35,4,English,2,Robert,Stephanie,M&M's,10,2,2,0.15
ALLRDNLLV5MTY,F,35,4,English,3,Jake,Wendy,M&M's,10,1,1,0.05
ALLRDNLLV5MTY,F,35,4,English,4,Tracy,Lena,blueberries,100,3,37,0.375
ALLRDNLLV5MTY,F,35,4,English,5,Jane,Edward,pies,10,9,9,0.875
ALLRDNLLV5MTY,F,35,4,English,6,Diana,Steven,M&M's,100,6,61,0.5
ALLRDNLLV5MTY,F,35,4,English,7,Yvonne,Matt,blueberries,100,10,10,0.225
