workerID,gender,age,income,language,order,food,totalQuant,quantifier,personA,personB,eatenQuant,probability
1,M,25,8,english,1,cookies,10,some,Ann,Edward,0,0.0
1,M,25,8,english,1,cookies,10,some,Ann,Edward,1,0.121212121212
1,M,25,8,english,1,cookies,10,some,Ann,Edward,2,0.132575757576
1,M,25,8,english,1,cookies,10,some,Ann,Edward,3,0.132575757576
1,M,25,8,english,1,cookies,10,some,Ann,Edward,4,0.143939393939
1,M,25,8,english,1,cookies,10,some,Ann,Edward,5,0.136363636364
1,M,25,8,english,1,cookies,10,some,Ann,Edward,6,0.117424242424
1,M,25,8,english,1,cookies,10,some,Ann,Edward,7,0.0871212121212
1,M,25,8,english,1,cookies,10,some,Ann,Edward,8,0.0833333333333
1,M,25,8,english,1,cookies,10,some,Ann,Edward,9,0.0416666666667
1,M,25,8,english,1,cookies,10,some,Ann,Edward,10,0.00378787878788
1,M,25,8,english,2,pies,10,some,Barbara,Bob,0,0.00398406374502
1,M,25,8,english,2,pies,10,some,Barbara,Bob,1,0.0756972111554
1,M,25,8,english,2,pies,10,some,Barbara,Bob,2,0.143426294821
1,M,25,8,english,2,pies,10,some,Barbara,Bob,3,0.155378486056
1,M,25,8,english,2,pies,10,some,Barbara,Bob,4,0.143426294821
1,M,25,8,english,2,pies,10,some,Barbara,Bob,5,0.139442231076
1,M,25,8,english,2,pies,10,some,Barbara,Bob,6,0.123505976096
1,M,25,8,english,2,pies,10,some,Barbara,Bob,7,0.0996015936255
1,M,25,8,english,2,pies,10,some,Barbara,Bob,8,0.0677290836653
1,M,25,8,english,2,pies,10,some,Barbara,Bob,9,0.0438247011952
1,M,25,8,english,2,pies,10,some,Barbara,Bob,10,0.00398406374502
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,0,0.0
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,1,0.0719424460432
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,2,0.10071942446
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,3,0.136690647482
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,4,0.13309352518
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,5,0.13309352518
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,6,0.122302158273
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,7,0.115107913669
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,8,0.104316546763
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,9,0.0791366906475
1,M,25,8,english,3,M&M's,10,some,Diana,Fiona,10,0.00359712230216
2,M,35,11,English,1,cookies,10,all,Albert,Bob,0,0.0
2,M,35,11,English,1,cookies,10,all,Albert,Bob,1,0.0
